Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of voltage-gated calcium channel activity (GO:1901387)	2/7	0.007839727712564304	0.7554173285673206	0	0	19.693467336683415	95.48478421013068	CACNB2;STAC
negative regulation of endopeptidase activity (GO:0010951)	5/63	0.00848887752467714	0.7554173285673206	0	0	4.264949803579223	20.339539210994598	SPINK2;SERPINE2;BIN1;SPOCK3;SERPINB6
negative regulation of neural precursor cell proliferation (GO:2000178)	2/8	0.010315438493629567	0.7554173285673206	0	0	16.41038525963149	75.06296677596661	GATA2;SLC16A2
negative regulation of glial cell differentiation (GO:0045686)	2/9	0.0130884971864513	0.7554173285673206	0	0	14.06532663316583	60.9875588530386	TMEM98;HES1
negative regulation of platelet aggregation (GO:0090331)	2/9	0.0130884971864513	0.7554173285673206	0	0	14.06532663316583	60.9875588530386	SERPINE2;PRKG1
regulation of myelination (GO:0031641)	3/26	0.014677765390049067	0.7554173285673206	0	0	6.432044682948199	27.152371641319412	TMEM98;NSUN5;JAM2
regulation of postsynapse organization (GO:0099175)	3/28	0.01796021044689449	0.7554173285673206	0	0	5.916876574307305	23.783456360992172	ARHGAP22;SHANK3;ZDHHC15
negative regulation of homotypic cell-cell adhesion (GO:0034111)	2/11	0.01947575649218583	0.7554173285673206	0	0	10.93858179787828	43.08253248078719	SERPINE2;PRKG1
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel (GO:1902514)	2/11	0.01947575649218583	0.7554173285673206	0	0	10.93858179787828	43.08253248078719	CACNB2;BIN1
positive regulation of dendrite development (GO:1900006)	2/11	0.01947575649218583	0.7554173285673206	0	0	10.93858179787828	43.08253248078719	ALK;ZDHHC15
positive regulation of cellular senescence (GO:2000774)	2/12	0.02306547510321571	0.7554173285673206	0	0	9.844221105527637	37.10698781185292	ARG2;HMGA2
replicative senescence (GO:0090399)	2/12	0.02306547510321571	0.7554173285673206	0	0	9.844221105527637	37.10698781185292	MME;PLA2R1
regulation of cellular senescence (GO:2000772)	3/31	0.023586877423418296	0.7554173285673206	0	0	5.282115869017632	19.792430246770763	ARG2;AKT3;HMGA2
negative regulation of cellular senescence (GO:2000773)	2/13	0.02690355694310994	0.7554173285673206	0	0	8.948835084513476	32.354484367906686	AKT3;HMGA2
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	2/13	0.02690355694310994	0.7554173285673206	0	0	8.948835084513476	32.354484367906686	PRKCQ;HLA-DRB3
positive regulation of cell aging (GO:0090343)	2/13	0.02690355694310994	0.7554173285673206	0	0	8.948835084513476	32.354484367906686	ARG2;HMGA2
muscle tissue development (GO:0060537)	2/13	0.02690355694310994	0.7554173285673206	0	0	8.948835084513476	32.354484367906686	SMO;PGM5
muscle cell development (GO:0055001)	3/33	0.02780772306270752	0.7554173285673206	0	0	4.9294710327455915	17.65954154582156	BIN1;HES1;SGCZ
cellular iron ion homeostasis (GO:0006879)	4/58	0.028678538806509574	0.7554173285673206	0	0	3.656191545080434	12.985352606393748	SLC22A17;SLC40A1;CP;BMP6
iron ion homeostasis (GO:0055072)	4/61	0.03368698641599995	0.7554173285673206	0	0	3.4632287790182525	11.742574757999318	SLC22A17;SLC40A1;CP;BMP6
cellular protein localization (GO:0034613)	12/329	0.03380847408497195	0.7554173285673206	0	0	1.88132947412924	6.37214532234568	TBC1D3K;TBC1D3L;TBC1D3;TBC1D3B;ID1;TBC1D3E;TBC1D3F;TBC1D3C;RAB38;TBC1D3G;ZDHHC15;TBC1D3H
synaptonemal complex assembly (GO:0007130)	2/15	0.03527988897909261	0.7554173285673206	0	0	7.571318129107074	25.321835820479844	STAG3;REC8
synaptonemal complex organization (GO:0070193)	2/15	0.03527988897909261	0.7554173285673206	0	0	7.571318129107074	25.321835820479844	STAG3;REC8
negative regulation of platelet activation (GO:0010544)	2/16	0.03979654755299271	0.7554173285673206	0	0	7.030150753768845	22.665031087337795	SERPINE2;PRKG1
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	3/38	0.039987726565849216	0.7554173285673206	0	0	4.224181360201511	13.59841158939596	CAMLG;RPS7;TAF9
regulation of ion transmembrane transporter activity (GO:0032412)	3/39	0.04269823848976733	0.7554173285673206	0	0	4.106633081444165	12.950668282146289	CHRM3;NEDD4;FHL1
negative regulation of cell aging (GO:0090344)	2/17	0.044518367380394504	0.7554173285673206	0	0	6.561139028475712	20.41730295665695	AKT3;HMGA2
positive regulation of stem cell proliferation (GO:2000648)	2/17	0.044518367380394504	0.7554173285673206	0	0	6.561139028475712	20.41730295665695	HMGA2;LTBP3
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	5/98	0.04690386367307748	0.7554173285673206	0	0	2.6550973186334557	8.123682386054606	LAG3;HLA-DRB4;CTSF;HLA-DRB3;HLA-DQB1
import into cell (GO:0098657)	3/41	0.04838739858523387	0.7554173285673206	0	0	3.8900967784701046	11.78121978651808	SLC16A2;SLC5A3;SLC29A2
positive regulation of protein transport (GO:0051222)	4/69	0.04938295810818552	0.7554173285673206	0	0	3.035742035742036	9.131967076574169	ATP2C1;SYTL4;ARHGEF5;BMP6
cellular response to alkaloid (GO:0071312)	2/18	0.0494353800207392	0.7554173285673206	0	0	6.150753768844221	18.495863485683365	CRHBP;RYR3
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	2/18	0.0494353800207392	0.7554173285673206	0	0	6.150753768844221	18.495863485683365	AKT3;GATA2
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	5/100	0.05038278099027288	0.7554173285673206	0	0	2.598934043970686	7.765889914770756	LAG3;HLA-DRB4;CTSF;HLA-DRB3;HLA-DQB1
regulation of nervous system development (GO:0051960)	3/42	0.05136409651621178	0.7554173285673206	0	0	3.790156946328231	11.25227806154487	NSUN5;NPHP3;HES1
regulation of leukocyte chemotaxis (GO:0002688)	2/19	0.054537931923024974	0.7554173285673206	0	0	5.7886491279929055	16.83836307659426	CAMK1D;F2RL1
regulation of oligodendrocyte differentiation (GO:0048713)	2/19	0.054537931923024974	0.7554173285673206	0	0	5.7886491279929055	16.83836307659426	TMEM98;HES1
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	5/103	0.055877903628423625	0.7554173285673206	0	0	2.518987341772152	7.2662362774428315	LAG3;HLA-DRB4;CTSF;HLA-DRB3;HLA-DQB1
embryonic organ morphogenesis (GO:0048562)	3/44	0.057576339300596864	0.7554173285673206	0	0	3.604902623333538	10.29071210031502	HOXA9;HES1;FBN1
positive regulation of stress fiber assembly (GO:0051496)	3/44	0.057576339300596864	0.7554173285673206	0	0	3.604902623333538	10.29071210031502	LIMCH1;ARHGEF5;RAPGEF3
cellular modified amino acid biosynthetic process (GO:0042398)	2/20	0.05981667591610086	0.7554173285673206	0	0	5.46677833612507	15.397021528768864	GATM;PLOD2
oligodendrocyte differentiation (GO:0048709)	2/20	0.05981667591610086	0.7554173285673206	0	0	5.46677833612507	15.397021528768864	SLC8A3;NSUN5
positive regulation of response to stimulus (GO:0048584)	3/46	0.06412581144202133	0.7554173285673206	0	0	3.4368812606174215	9.440797734813408	ARG2;TAF9;HMGA2
sensory perception of pain (GO:0019233)	2/21	0.06526256283317833	0.7554173285673206	0	0	5.178788680243322	14.134658097004975	MME;NIPSNAP1
regulation of DNA binding (GO:0051101)	3/47	0.06752384166676974	0.7554173285673206	0	0	3.3585985802610487	9.05234522192748	SMO;HMGA2;HES1
embryonic heart tube morphogenesis (GO:0003143)	3/47	0.06752384166676974	0.7554173285673206	0	0	3.3585985802610487	9.05234522192748	SMO;NPHP3;HES1
polyol metabolic process (GO:0019751)	3/47	0.06752384166676974	0.7554173285673206	0	0	3.3585985802610487	9.05234522192748	NUDT11;PLCB4;SLC5A3
regulation of voltage-gated calcium channel activity (GO:1901385)	2/22	0.07086683340621434	0.7554173285673206	0	0	4.919597989949748	13.021943422893383	CACNB2;STAC
positive regulation of signal transduction by p53 class mediator (GO:1901798)	2/22	0.07086683340621434	0.7554173285673206	0	0	4.919597989949748	13.021943422893383	RPS7;PLA2R1
regulation of stress-activated MAPK cascade (GO:0032872)	3/49	0.07455973490645301	0.7554173285673206	0	0	3.212244003942613	8.339482252903306	ULK4;F2RL1;MAPK8IP1
intracellular protein transport (GO:0006886)	11/336	0.07604883927297133	0.7554173285673206	0	0	1.6770812734823017	4.320797851534247	TBC1D3K;TBC1D3L;TBC1D3;TBC1D3B;TBC1D3E;TBC1D3F;RASSF9;TBC1D3C;RAB38;TBC1D3G;TBC1D3H
regulation of neural precursor cell proliferation (GO:2000177)	2/23	0.07662101030821208	0.7554173285673206	0	0	4.685092127303182	12.035457988077813	GATA2;SLC16A2
calcium ion transport (GO:0006816)	5/115	0.0811618435621621	0.7554173285673206	0	0	2.242807825086306	5.632385829396013	SLC8A3;CACNB2;ATP2C1;RYR3;TPT1
positive regulation of actin filament bundle assembly (GO:0032233)	3/51	0.08190591248045363	0.7554173285673206	0	0	3.0780856423173804	7.701936950398637	LIMCH1;ARHGEF5;RAPGEF3
negative regulation of NIK/NF-kappaB signaling (GO:1901223)	2/24	0.0825168904779529	0.7554173285673206	0	0	4.471904979442668	11.156295114476334	TSPAN6;NMI
neuromuscular junction development (GO:0007528)	2/24	0.0825168904779529	0.7554173285673206	0	0	4.471904979442668	11.156295114476334	CACNB2;NEDD4
long-chain fatty-acyl-CoA metabolic process (GO:0035336)	2/24	0.0825168904779529	0.7554173285673206	0	0	4.471904979442668	11.156295114476334	ACOT7;ELOVL7
cAMP-mediated signaling (GO:0019933)	2/25	0.08854653750604154	0.7554173285673206	0	0	4.27725584443959	10.36903917949918	ADGRG6;RAPGEF3
positive regulation of phagocytosis (GO:0050766)	3/53	0.0895504863294166	0.7554173285673206	0	0	2.954659949622166	7.129454761158286	CAMK1D;F2RL1;GATA2
regulation of potassium ion transmembrane transport (GO:1901379)	3/54	0.09348082369482044	0.7554173285673206	0	0	2.8965772707067714	6.864885113038044	BIN1;NEDD4;FHL1
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	2/26	0.09470227438357533	0.7554173285673206	0	0	4.098827470686767	9.661007103829663	TAF9;TPT1
negative regulation of signaling receptor activity (GO:2000272)	2/26	0.09470227438357533	0.7554173285673206	0	0	4.098827470686767	9.661007103829663	CRHBP;CNRIP1
regulation of potassium ion transmembrane transporter activity (GO:1901016)	2/26	0.09470227438357533	0.7554173285673206	0	0	4.098827470686767	9.661007103829663	NEDD4;FHL1
endothelial cell development (GO:0001885)	2/26	0.09470227438357533	0.7554173285673206	0	0	4.098827470686767	9.661007103829663	F2RL1;RAPGEF3
regulation of synapse organization (GO:0050807)	2/26	0.09470227438357533	0.7554173285673206	0	0	4.098827470686767	9.661007103829663	ARHGAP22;NEDD4
adenosine 5'-(hexahydrogen pentaphosphate) catabolic process (GO:1901911)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NUDT11
adenosine 5'-(hexahydrogen pentaphosphate) metabolic process (GO:1901910)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NUDT11
negative regulation of cell volume (GO:0045794)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SHANK3
amine transport (GO:0015837)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SLC18A2
pyrimidine nucleoside transport (GO:0015864)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SLC29A2
regulation of adherens junction organization (GO:1903391)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	BMP6
negative regulation of plasminogen activation (GO:0010757)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SERPINE2
negative regulation of regulatory T cell differentiation (GO:0045590)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	LAG3
nucleoside transport (GO:0015858)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SLC29A2
determination of left/right asymmetry in lateral mesoderm (GO:0003140)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SMO
determination of pancreatic left/right asymmetry (GO:0035469)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NPHP3
diadenosine hexaphosphate catabolic process (GO:1901909)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NUDT11
diadenosine hexaphosphate metabolic process (GO:1901908)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NUDT11
diadenosine pentaphosphate catabolic process (GO:1901907)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NUDT11
diadenosine pentaphosphate metabolic process (GO:1901906)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NUDT11
diphosphoinositol polyphosphate metabolic process (GO:0071543)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NUDT11
regulation of plasma membrane organization (GO:1903729)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SYTL4
regulation of protein import (GO:1904589)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	ARHGEF5
positive regulation of AMPA receptor activity (GO:2000969)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SHANK3
establishment of monopolar cell polarity (GO:0061162)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	PATJ
regulation of synapse structural plasticity (GO:0051823)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SHANK3
regulation of vascular associated smooth muscle contraction (GO:0003056)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	CHRM3
positive regulation of feeding behavior (GO:2000253)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SGIP1
response to cocaine (GO:0042220)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	CRHBP
positive regulation of Golgi to plasma membrane protein transport (GO:0042998)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	ATP2C1
hematopoietic stem cell migration (GO:0035701)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	JAM2
positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902255)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	RPS7
Schwann cell differentiation (GO:0014037)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	ADGRG6
positive regulation of neurotransmitter transport (GO:0051590)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	BAIAP3
kidney morphogenesis (GO:0060993)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NPHP3
positive regulation of protein localization to cell cortex (GO:1904778)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	GNAI1
maintenance of animal organ identity (GO:0048496)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	NPHP3
mature conventional dendritic cell differentiation (GO:0097029)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	F2RL1
meiotic sister chromatid segregation (GO:0045144)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	REC8
membrane depolarization during AV node cell action potential (GO:0086045)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	CACNB2
tight junction organization (GO:0120193)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	PATJ
uridine transport (GO:0015862)	1/5	0.09608811917912091	0.7554173285673206	0	0	12.278195488721805	28.761545244236093	SLC29A2
metal ion transport (GO:0030001)	4/88	0.0999647200078076	0.7554173285673206	0	0	2.346801346801347	5.404537894779996	SLC8A3;ATP2C1;RYR3;TPT1
regulation of blood coagulation (GO:0030193)	2/27	0.1009766762837424	0.7554173285673206	0	0	3.9346733668341707	9.02167766919738	SERPINE2;F2RL1
positive regulation of mitotic cell cycle (GO:0045931)	2/27	0.1009766762837424	0.7554173285673206	0	0	3.9346733668341707	9.02167766919738	TAL1;HES1
modulation of excitatory postsynaptic potential (GO:0098815)	2/27	0.1009766762837424	0.7554173285673206	0	0	3.9346733668341707	9.02167766919738	SLC8A3;SHANK3
regulation of reactive oxygen species biosynthetic process (GO:1903426)	2/28	0.10736256358803425	0.7554173285673206	0	0	3.7831465017394668	8.442256846608407	SLC5A3;SLC18A2
negative regulation of wound healing (GO:0061045)	2/29	0.11385299511104845	0.7554173285673206	0	0	3.6428438488739996	7.915342981653803	SERPINE2;CD109
establishment of endothelial barrier (GO:0061028)	2/29	0.11385299511104845	0.7554173285673206	0	0	3.6428438488739996	7.915342981653803	F2RL1;RAPGEF3
glial cell differentiation (GO:0010001)	2/29	0.11385299511104845	0.7554173285673206	0	0	3.6428438488739996	7.915342981653803	SLC8A3;ADGRG6
homologous chromosome pairing at meiosis (GO:0007129)	2/29	0.11385299511104845	0.7554173285673206	0	0	3.6428438488739996	7.915342981653803	STAG3;REC8
transition metal ion homeostasis (GO:0055076)	2/29	0.11385299511104845	0.7554173285673206	0	0	3.6428438488739996	7.915342981653803	SLC40A1;CP
purine nucleobase transport (GO:0006863)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SLC29A2
radial glial cell differentiation (GO:0060019)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HES1
negative regulation of fat cell proliferation (GO:0070345)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	GATA2
negative regulation of glial cell proliferation (GO:0060253)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HES1
negative regulation of glucocorticoid receptor signaling pathway (GO:2000323)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	CRY1
regulation of cell cycle checkpoint (GO:1901976)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	CRY1
negative regulation of serine-type peptidase activity (GO:1902572)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SPINK2
cellular response to iron ion (GO:0071281)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	BMP6
regulation of glomerular filtration (GO:0003093)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	F2RL1
regulation of glutamate receptor signaling pathway (GO:1900449)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SHANK3
cellular response to magnesium ion (GO:0071286)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	RYR3
neurotransmitter loading into synaptic vesicle (GO:0098700)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SLC18A2
chromatin organization involved in negative regulation of transcription (GO:0097549)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HMGA2
neurotransmitter-gated ion channel clustering (GO:0072578)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SHANK3
contact inhibition (GO:0060242)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SMO
determination of liver left/right asymmetry (GO:0071910)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	NPHP3
diadenosine polyphosphate catabolic process (GO:0015961)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	NUDT11
regulation of pro-B cell differentiation (GO:2000973)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HES1
regulation of retrograde transport, endosome to Golgi (GO:1905279)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	ATP9A
regulation of serine-type endopeptidase activity (GO:1900003)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SPINK2
replication-born double-strand break repair via sister chromatid exchange (GO:1990414)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	REC8
positive regulation of immune response to tumor cell (GO:0002839)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HLA-DRB3
histone-serine phosphorylation (GO:0035404)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HMGA2
imitative learning (GO:0098596)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SHANK3
positive regulation of neurotransmitter secretion (GO:0001956)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	BAIAP3
spinal cord motor neuron differentiation (GO:0021522)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	MDGA2
T-tubule organization (GO:0033292)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	BIN1
medium-chain fatty acid biosynthetic process (GO:0051792)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	ACOT7
melanosome assembly (GO:1903232)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	RAB38
mesenchymal to epithelial transition involved in metanephros morphogenesis (GO:0003337)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SMO
positive regulation of T cell mediated immune response to tumor cell (GO:0002842)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HLA-DRB3
tRNA 3'-end processing (GO:0042780)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	ELAC2
positive regulation of toll-like receptor 2 signaling pathway (GO:0034137)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	F2RL1
positive regulation of toll-like receptor 3 signaling pathway (GO:0034141)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	F2RL1
valine metabolic process (GO:0006573)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	HIBADH
postsynaptic density assembly (GO:0097107)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SHANK3
vocal learning (GO:0042297)	1/6	0.11417084824131203	0.7554173285673206	0	0	9.822055137844611	21.314441936770365	SHANK3
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	3/60	0.11847459228273488	0.7554173285673206	0	0	2.5908789606257456	5.526491861905216	CHRM3;HTR1F;GNAI1
Notch signaling pathway (GO:0007219)	3/60	0.11847459228273488	0.7554173285673206	0	0	2.5908789606257456	5.526491861905216	HES1;DTX3;PBX1
regulation of protein localization to membrane (GO:1905475)	2/30	0.12044126149773628	0.7554173285673206	0	0	3.512562814070352	7.43466622031025	GPC5;SLC5A3
fatty-acyl-CoA biosynthetic process (GO:0046949)	2/30	0.12044126149773628	0.7554173285673206	0	0	3.512562814070352	7.43466622031025	SCD;ELOVL7
ion homeostasis (GO:0050801)	2/30	0.12044126149773628	0.7554173285673206	0	0	3.512562814070352	7.43466622031025	FHL1;KLHL3
protein transport (GO:0015031)	11/369	0.12346100006297443	0.7554173285673206	0	0	1.5198833852738005	3.179337603681313	TBC1D3K;TBC1D3L;TBC1D3;TBC1D3B;TBC1D3E;TBC1D3F;TBC1D3C;RAB38;TVP23A;TBC1D3G;TBC1D3H
cellular transition metal ion homeostasis (GO:0046916)	4/96	0.12637750475653942	0.7554173285673206	0	0	2.141853315766359	4.430384562963385	SLC22A17;SLC40A1;CP;BMP6
negative regulation of DNA binding (GO:0043392)	2/31	0.1271208786872187	0.7554173285673206	0	0	3.3912666782186798	6.994883774725574	SMO;HMGA2
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	2/31	0.1271208786872187	0.7554173285673206	0	0	3.3912666782186798	6.994883774725574	CAMLG;TAF9
cellular response to cAMP (GO:0071320)	2/31	0.1271208786872187	0.7554173285673206	0	0	3.3912666782186798	6.994883774725574	CRHBP;RAPGEF3
phospholipid translocation (GO:0045332)	2/31	0.1271208786872187	0.7554173285673206	0	0	3.3912666782186798	6.994883774725574	PLSCR4;ATP9A
negative regulation of peptidase activity (GO:0010466)	3/63	0.1318047599298451	0.7554173285673206	0	0	2.46095717884131	4.986966174529298	SERPINE2;SPOCK3;SERPINB6
adenylate cyclase-inhibiting serotonin receptor signaling pathway (GO:0007198)	1/7	0.13189272078313496	0.7554173285673206	0	0	8.184628237259815	16.58014494642258	HTR1F
negative regulation of double-strand break repair via nonhomologous end joining (GO:2001033)	1/7	0.13189272078313496	0.7554173285673206	0	0	8.184628237259815	16.58014494642258	HMGA2
regulation of aldosterone biosynthetic process (GO:0032347)	1/7	0.13189272078313496	0.7554173285673206	0	0	8.184628237259815	16.58014494642258	BMP6
arginine catabolic process (GO:0006527)	1/7	0.13189272078313496	0.7554173285673206	0	0	8.184628237259815	16.58014494642258	ARG2
AV node cell action potential (GO:0086016)	1/7	0.13189272078313496	0.7554173285673206	0	0	8.184628237259815	16.58014494642258	CACNB2
