Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
early endosome membrane (GO:0031901)	4/97	0.12986816636547302	0.6665929401742227	0	0	2.1187140219398284	4.3247941656730315	TBC1D3;TMEM163;ATP9A;BAIAP3
AP-2 adaptor complex (GO:0030122)	1/7	0.13189272078313496	0.6665929401742227	0	0	8.184628237259815	16.58014494642258	SGIP1
cis-Golgi network membrane (GO:0033106)	1/7	0.13189272078313496	0.6665929401742227	0	0	8.184628237259815	16.58014494642258	ATP2C1
clathrin coat of endocytic vesicle (GO:0030128)	1/7	0.13189272078313496	0.6665929401742227	0	0	8.184628237259815	16.58014494642258	SGIP1
heterotrimeric G-protein complex (GO:0005834)	2/33	0.14072931854588736	0.692536383370551	0	0	3.1721510779704976	6.220324849317559	GNA12;GNAI1
extrinsic component of external side of plasma membrane (GO:0031232)	1/8	0.14926091968857153	0.7156869738913557	0	0	7.015037593984962	13.34301795597851	SERPINE2
late endosome membrane (GO:0031902)	3/68	0.1550991887827733	0.7200306670414874	0	0	2.2710714977717497	4.232574236906256	HLA-DRB4;HLA-DRB3;BAIAP3
clathrin-coated endocytic vesicle membrane (GO:0030669)	3/69	0.1599044737035198	0.7200306670414874	0	0	2.236546828486375	4.099989965934625	HLA-DRB4;HLA-DRB3;HLA-DQB1
pseudopodium (GO:0031143)	1/9	0.1662824854676896	0.7200306670414874	0	0	6.137844611528822	11.01170580196566	F2RL1
dendrite (GO:0030425)	8/270	0.17506089336779804	0.7200306670414874	0	0	1.5063093939866024	2.6249269902265904	SLC8A3;CRHBP;CHRM3;MME;SMO;BIN1;HTR1F;PPP1R9A
neuromuscular junction (GO:0031594)	2/38	0.17593585117092628	0.7200306670414874	0	0	2.7308766052484645	4.745269043052651	SLC8A3;SERPINE2
mitochondrial respiratory chain complex IV (GO:0005751)	1/10	0.18296431890020862	0.7200306670414874	0	0	5.455583402951824	9.266112684524701	COX7C
clathrin coat of coated pit (GO:0030132)	1/10	0.18296431890020862	0.7200306670414874	0	0	5.455583402951824	9.266112684524701	SGIP1
microfibril (GO:0001527)	1/11	0.19931318386921895	0.7200306670414874	0	0	4.909774436090226	7.918866697062786	FBN1
cell cortex region (GO:0099738)	1/11	0.19931318386921895	0.7200306670414874	0	0	4.909774436090226	7.918866697062786	GNAI1
SAGA complex (GO:0000124)	1/11	0.19931318386921895	0.7200306670414874	0	0	4.909774436090226	7.918866697062786	TAF9
STAGA complex (GO:0030914)	1/11	0.19931318386921895	0.7200306670414874	0	0	4.909774436090226	7.918866697062786	TAF9
COPII-coated ER to Golgi transport vesicle (GO:0030134)	3/79	0.21015231455745015	0.7200306670414874	0	0	1.9412700517035661	3.0282312277750343	HLA-DRB4;HLA-DRB3;HLA-DQB1
endocytic vesicle membrane (GO:0030666)	5/158	0.21018305872383644	0.7200306670414874	0	0	1.6089186729544138	2.5095534074065555	HLA-DRB4;SMO;ANXA3;HLA-DRB3;HLA-DQB1
melanosome membrane (GO:0033162)	1/12	0.2153357099246634	0.7200306670414874	0	0	4.463203463203463	6.853503441418336	RAB38
chitosome (GO:0045009)	1/12	0.2153357099246634	0.7200306670414874	0	0	4.463203463203463	6.853503441418336	RAB38
pigment granule membrane (GO:0090741)	1/12	0.2153357099246634	0.7200306670414874	0	0	4.463203463203463	6.853503441418336	RAB38
calcium channel complex (GO:0034704)	2/45	0.2270815619658121	0.7200306670414874	0	0	2.2854972537104126	3.3881263125594305	CACNB2;RYR3
clathrin adaptor complex (GO:0030131)	1/13	0.23103839499135687	0.7200306670414874	0	0	4.091060985797828	5.994105430085078	SGIP1
integral component of synaptic vesicle membrane (GO:0030285)	1/13	0.23103839499135687	0.7200306670414874	0	0	4.091060985797828	5.994105430085078	TMEM163
clathrin-coated endocytic vesicle (GO:0045334)	3/85	0.24177950488129588	0.7200306670414874	0	0	1.798672974135283	2.553628371787511	HLA-DRB4;HLA-DRB3;HLA-DQB1
tight junction (GO:0070160)	3/85	0.24177950488129588	0.7200306670414874	0	0	1.798672974135283	2.553628371787511	PATJ;CLDN15;JAM2
multivesicular body (GO:0005771)	2/47	0.24190930148925846	0.7200306670414874	0	0	2.1836962590731437	3.0990851572994003	CRHBP;TPT1
cell-cell contact zone (GO:0044291)	2/47	0.24190930148925846	0.7200306670414874	0	0	2.1836962590731437	3.0990851572994003	PGM5;JAM2
acetylcholine-gated channel complex (GO:0005892)	1/14	0.24642760797141816	0.7200306670414874	0	0	3.776171197223829	5.289233936920179	CHRNA5
transcription factor TFTC complex (GO:0033276)	1/14	0.24642760797141816	0.7200306670414874	0	0	3.776171197223829	5.289233936920179	TAF9
prespliceosome (GO:0071010)	1/15	0.2615095912088046	0.7298849784484547	0	0	3.506265664160401	4.702899151787877	LUC7L3
trans-Golgi network transport vesicle (GO:0030140)	1/15	0.2615095912088046	0.7298849784484547	0	0	3.506265664160401	4.702899151787877	RASSF9
U2-type prespliceosome (GO:0071004)	1/15	0.2615095912088046	0.7298849784484547	0	0	3.506265664160401	4.702899151787877	LUC7L3
platelet alpha granule (GO:0031091)	3/90	0.2686895628999067	0.736283965388253	0	0	1.6948666724572223	2.227391420100734	SERPINE2;CD109;SYTL4
secondary lysosome (GO:0005767)	1/16	0.27629046321778905	0.736283965388253	0	0	3.27234753550543	4.209229024204495	CRHBP
basement membrane (GO:0005604)	2/52	0.27909850373611744	0.736283965388253	0	0	1.964824120603015	2.5074898758739095	VWA2;FBN1
cell projection membrane (GO:0031253)	3/92	0.27955166600302656	0.736283965388253	0	0	1.6566099680185662	2.111462305420357	SMO;GNA12;SHANK3
early endosome (GO:0005769)	7/266	0.2841405657483301	0.7379761915963573	0	0	1.330101093459872	1.6736478683954954	TBC1D3;MME;F2RL1;RAB38;TMEM163;ATP9A;BAIAP3
intrinsic component of synaptic vesicle membrane (GO:0098563)	1/17	0.29077622071956977	0.7448651133501307	0	0	3.0676691729323307	3.789188976780095	TMEM163
U1 snRNP (GO:0005685)	1/18	0.3049727415814978	0.7698709227440476	0	0	2.8870706177207723	3.428491280322633	LUC7L3
extracellular membrane-bounded organelle (GO:0065010)	2/56	0.30877176045884264	0.7698709227440476	0	0	1.8189093616229295	2.1374966371670507	SERPINE2;CTSF
smooth endoplasmic reticulum (GO:0005790)	1/19	0.31888578671535506	0.7734087212093588	0	0	2.7265385686438317	3.116221665610031	RYR3
recycling endosome membrane (GO:0055038)	2/58	0.32352356902967144	0.7734087212093588	0	0	1.7537688442211055	1.979098872658041	ATP9A;BAIAP3
endocytic vesicle (GO:0030139)	5/189	0.32760432911102444	0.7734087212093588	0	0	1.3357182168409467	1.4905930243009269	HLA-DRB4;SMO;RAB38;HLA-DRB3;HLA-DQB1
late endosome (GO:0005770)	5/189	0.32760432911102444	0.7734087212093588	0	0	1.3357182168409467	1.4905930243009269	CRHBP;HLA-DRB4;HLA-DRB3;TPT1;BAIAP3
extracellular vesicle (GO:1903561)	2/59	0.33087004115908397	0.7734087212093588	0	0	1.7229128096623467	1.9055925753530636	SERPINE2;CTSF
Golgi membrane (GO:0000139)	11/472	0.3456965593876563	0.7980895877221201	0	0	1.1739818991908726	1.2469963940688198	GOLGA8B;HLA-DRB4;ST6GAL2;HLA-DRB3;ATP2C1;GOLGA8A;ATP9A;HLA-DQB1;BAIAP3;CALN1;ZDHHC15
mitochondrial ribosome (GO:0005761)	1/23	0.371814470587013	0.8208871955757925	0	0	2.2303485987696514	2.2066183233203236	MRPL57
pigment granule (GO:0048770)	1/24	0.38439262401018454	0.8208871955757925	0	0	2.1332679524899203	2.0395978428077752	RAB38
Golgi-associated vesicle membrane (GO:0030660)	1/24	0.38439262401018454	0.8208871955757925	0	0	2.1332679524899203	2.0395978428077752	RASSF9
mitochondrial matrix (GO:0005759)	8/348	0.3951759570461622	0.8208871955757925	0	0	1.156062424969988	1.0733162770160372	ARG2;ABHD10;HIBADH;MTERF2;ELAC2;AMT;MRPL57;AASS
glutamatergic synapse (GO:0098978)	2/69	0.4027901953938415	0.8208871955757925	0	0	1.4650116252906322	1.3321928795930742	BCR;ARHGAP22
MLL1 complex (GO:0071339)	1/26	0.4088002293459486	0.8208871955757925	0	0	1.962406015037594	1.7554284604314268	TAF9
MLL1/2 complex (GO:0044665)	1/26	0.4088002293459486	0.8208871955757925	0	0	1.962406015037594	1.7554284604314268	TAF9
endosome lumen (GO:0031904)	1/26	0.4088002293459486	0.8208871955757925	0	0	1.962406015037594	1.7554284604314268	RAB38
SAGA-type complex (GO:0070461)	1/27	0.42063959356427477	0.8208871955757925	0	0	1.886832465779834	1.6339570734502196	TAF9
actin filament (GO:0005884)	2/72	0.42367102518163324	0.8208871955757925	0	0	1.4020100502512562	1.2040434396269428	PLS3;PAWR
tertiary granule membrane (GO:0070821)	2/73	0.4305474568542092	0.8208871955757925	0	0	1.3821926534078846	1.1647706039784944	TMEM63A;SERPINB6
melanosome (GO:0042470)	1/28	0.43224244303114234	0.8208871955757925	0	0	1.8168569572078344	1.5239226344162968	RAB38
sarcoplasmic reticulum membrane (GO:0033017)	1/28	0.43224244303114234	0.8208871955757925	0	0	1.8168569572078344	1.5239226344162968	RYR3
neuron projection (GO:0043005)	12/556	0.435358643601886	0.8208871955757925	0	0	1.083383869011522	0.9009259042090683	SLC8A3;CRHBP;CHRM3;PACRG;SMO;MME;CHRNA5;BIN1;HTR1F;SV2A;PPP1R9A;SHANK3
intrinsic component of endoplasmic reticulum membrane (GO:0031227)	3/121	0.4369283164230183	0.8208871955757925	0	0	1.247619860820561	1.03301194399876	CAMLG;SCD;ELOVL7
secretory vesicle (GO:0099503)	1/29	0.4436134909815717	0.8208871955757925	0	0	1.7518796992481203	1.4239306426611442	SYTL4
lytic vacuole membrane (GO:0098852)	6/267	0.44444458579019036	0.8208871955757925	0	0	1.1283622148316705	0.9150226559931417	TMEM63A;HLA-DRB4;HLA-DRB3;CP;GNAI1;HLA-DQB1
actin cytoskeleton (GO:0015629)	7/316	0.44584837754993384	0.8208871955757925	0	0	1.1119922264219306	0.8982410167858467	BIN1;MYO5C;PAWR;PLS3;PPP1R9A;RAPGEF3;CNN3
exocytic vesicle (GO:0070382)	1/30	0.45475735697868763	0.8208871955757925	0	0	1.6913836314925244	1.332795558910505	SYTL4
cell-cell junction (GO:0005911)	6/271	0.45852547441315666	0.8208871955757925	0	0	1.1111004693037065	0.8663688449353953	PDZD2;PGM5;CDC42BPA;JAM2;CDH7;CNN3
bicellular tight junction (GO:0005923)	2/78	0.4642542528467468	0.8208871955757925	0	0	1.2909283258397248	0.9905588900529092	PATJ;CLDN15
catenin complex (GO:0016342)	1/31	0.4656785687077663	0.8208871955757925	0	0	1.6349206349206349	1.2495038715298927	CDH7
transcription factor TFIID complex (GO:0005669)	1/31	0.4656785687077663	0.8208871955757925	0	0	1.6349206349206349	1.2495038715298927	TAF9
intercalated disc (GO:0014704)	1/31	0.4656785687077663	0.8208871955757925	0	0	1.6349206349206349	1.2495038715298927	PGM5
voltage-gated calcium channel complex (GO:0005891)	1/31	0.4656785687077663	0.8208871955757925	0	0	1.6349206349206349	1.2495038715298927	CACNB2
vesicle (GO:0031982)	5/226	0.4732240329299817	0.8208871955757925	0	0	1.1099719342459478	0.8304658612581536	PACRG;SERPINE2;BIN1;MYO5C;CTSF
endosome membrane (GO:0010008)	7/325	0.47489410797562265	0.8208871955757925	0	0	1.0800166434618401	0.8042488985854623	HLA-DRB4;TBC1D3;HLA-DRB3;TMEM163;RHOBTB1;ATP9A;BAIAP3
lysosome (GO:0005764)	10/477	0.4848951718195309	0.8208871955757925	0	0	1.0505133695711855	0.7603852680570427	CRHBP;HLA-DRB4;TMEM63A;RAB38;GPC5;CTSF;HLA-DRB3;CP;GNAI1;HLA-DQB1
collagen-containing extracellular matrix (GO:0062023)	8/380	0.49165458635497317	0.8208871955757925	0	0	1.0548606539389949	0.7489287743565219	SERPINE2;ELN;ABI3BP;VWA2;CTSF;LTBP3;SERPINB6;FBN1
cytoplasmic vesicle membrane (GO:0030659)	8/380	0.49165458635497317	0.8208871955757925	0	0	1.0548606539389949	0.7489287743565219	HLA-DRB4;MME;SMO;HLA-DRB3;RYR3;RHOBTB1;SERPINB6;HLA-DQB1
adherens junction (GO:0005912)	3/132	0.4936877131783493	0.8208871955757925	0	0	1.140589303497159	0.8050873793477477	PGM5;CDH7;CNN3
asymmetric synapse (GO:0032279)	3/133	0.49870952203148416	0.8208871955757925	0	0	1.1317574113543887	0.7873992507735732	SLC8A3;PPP1R9A;SHANK3
aggresome (GO:0016235)	1/35	0.5072243142103774	0.8208871955757925	0	0	1.442282176028306	0.9790239375234051	PRKCQ
ion channel complex (GO:0034702)	1/35	0.5072243142103774	0.8208871955757925	0	0	1.442282176028306	0.9790239375234051	CHRNA5
lysosomal lumen (GO:0043202)	2/86	0.515649204066331	0.8208871955757925	0	0	1.16750418760469	0.7732713927929911	GPC5;CTSF
Cul3-RING ubiquitin ligase complex (GO:0031463)	1/36	0.5170970815836402	0.8208871955757925	0	0	1.4010025062656641	0.9239956783616013	KLHL3
postsynaptic density (GO:0014069)	3/138	0.5234317134972183	0.8208871955757925	0	0	1.089560593338931	0.7053256330165829	SLC8A3;PPP1R9A;SHANK3
brush border membrane (GO:0031526)	1/37	0.5267725319202946	0.8208871955757925	0	0	1.3620161514898357	0.8730339003110233	GNA12
small-subunit processome (GO:0032040)	1/37	0.5267725319202946	0.8208871955757925	0	0	1.3620161514898357	0.8730339003110233	RPS7
U2-type spliceosomal complex (GO:0005684)	2/89	0.5340648677092055	0.825372977368772	0	0	1.1270721423207994	0.7069424451722377	DHX16;LUC7L3
cytosolic small ribosomal subunit (GO:0022627)	1/40	0.5546539299425273	0.8466521706337639	0	0	1.257052888631836	0.7409206862231538	RPS7
recycling endosome (GO:0055037)	3/145	0.5568888608981442	0.8466521706337639	0	0	1.0354773477134849	0.6061576606174417	RASSF9;ATP9A;BAIAP3
cortical actin cytoskeleton (GO:0030864)	1/42	0.5723250081760993	0.8631030365236336	0	0	1.1956109786661777	0.6672086177360089	RAPGEF3
apical junction complex (GO:0043296)	2/98	0.5863794087899814	0.8661850764789749	0	0	1.0209380234505863	0.5449647144038566	PATJ;CLDN15
phagocytic vesicle (GO:0045335)	2/100	0.5973987497501393	0.8661850764789749	0	0	1.0	0.5151704660209663	ANXA3;RAB38
phagocytic vesicle membrane (GO:0030670)	1/45	0.5975287425977955	0.8661850764789749	0	0	1.1139211665527455	0.573616925694338	ANXA3
sarcoplasmic reticulum (GO:0016529)	1/45	0.5975287425977955	0.8661850764789749	0	0	1.1139211665527455	0.573616925694338	RYR3
small ribosomal subunit (GO:0015935)	1/45	0.5975287425977955	0.8661850764789749	0	0	1.1139211665527455	0.573616925694338	RPS7
acrosomal vesicle (GO:0001669)	1/48	0.6212506591938488	0.8936451789942287	0	0	1.042659841092092	0.49632760537532666	SPINK2
U2-type precatalytic spliceosome (GO:0071005)	1/50	0.6362851720940257	0.9013736844460406	0	0	1.0	0.45210843234035236	DHX16
secretory granule membrane (GO:0030667)	5/274	0.6432923885642279	0.9013736844460406	0	0	0.9096513105265635	0.40129807214113916	TMEM63A;MME;CD109;SYTL4;SERPINB6
spliceosomal snRNP complex (GO:0097525)	1/51	0.6435776736443365	0.9013736844460406	0	0	0.9799498746867168	0.43187621232603524	LUC7L3
lysosomal membrane (GO:0005765)	6/330	0.6495060992725294	0.9013736844460406	0	0	0.9059973679263019	0.3909768694362282	TMEM63A;HLA-DRB4;HLA-DRB3;CP;GNAI1;HLA-DQB1
precatalytic spliceosome (GO:0071011)	1/52	0.6507243176482111	0.9013736844460406	0	0	0.9606860287974839	0.41277719903862975	DHX16
focal adhesion (GO:0005925)	7/387	0.6583393123560772	0.9052165544896063	0	0	0.9008972813713674	0.3766064223128293	ARHGAP22;RPS7;MME;FHL1;GNA12;PGM5;CNN3
cytoplasmic side of plasma membrane (GO:0009898)	1/55	0.6713179174618402	0.909584001047011	0	0	0.907175345771837	0.36152067660944676	PGM5
cell-substrate junction (GO:0030055)	7/394	0.6764877070885891	0.909584001047011	0	0	0.8842798061686753	0.34561280626617985	ARHGAP22;RPS7;MME;FHL1;GNA12;PGM5;CNN3
microvillus (GO:0005902)	1/57	0.6843695263338387	0.909584001047011	0	0	0.87468671679198	0.3317312911203847	RAPGEF3
mitochondrial intermembrane space (GO:0005758)	1/58	0.6907001505276767	0.909584001047011	0	0	0.859297366222574	0.31798254779150886	GATM
cortical cytoskeleton (GO:0030863)	1/58	0.6907001505276767	0.909584001047011	0	0	0.859297366222574	0.31798254779150886	RAPGEF3
filopodium (GO:0030175)	1/58	0.6907001505276767	0.909584001047011	0	0	0.859297366222574	0.31798254779150886	RAPGEF3
caveola (GO:0005901)	1/60	0.7029839366321843	0.9174506873008854	0	0	0.8300836837857355	0.29253911879720473	SMO
ficolin-1-rich granule membrane (GO:0101003)	1/61	0.7089421043105326	0.9174506873008854	0	0	0.8162071846282373	0.2807601015020529	SERPINB6
ribosome (GO:0005840)	1/62	0.714781042654142	0.9174506873008854	0	0	0.8027856526562307	0.26955857750127593	RPS7
mitochondrial outer membrane (GO:0005741)	2/126	0.7208566840635339	0.9174506873008854	0	0	0.7892689252715189	0.2583395072034786	SLC8A3;MSTO1
mitochondrial envelope (GO:0005740)	2/127	0.7248989106478838	0.9174506873008854	0	0	0.7829145728643216	0.25188167792409877	SLC25A27;GATM
organelle envelope lumen (GO:0031970)	1/64	0.7261107043878665	0.9174506873008854	0	0	0.7772208298524088	0.24875169535073777	GATM
cation channel complex (GO:0034703)	1/73	0.7717882179524793	0.9593584962710827	0	0	0.6797549429128377	0.17608718421871544	RYR3
vesicle membrane (GO:0012506)	1/73	0.7717882179524793	0.9593584962710827	0	0	0.6797549429128377	0.17608718421871544	RYR3
axon (GO:0030424)	3/204	0.777826319735658	0.9593584962710827	0	0	0.7293131320726343	0.18324139701834363	SLC8A3;MME;BIN1
organelle outer membrane (GO:0031968)	2/142	0.7797994194289014	0.9593584962710827	0	0	0.6984924623115578	0.1737280302793807	SLC8A3;MSTO1
clathrin-coated vesicle (GO:0030136)	1/80	0.8019912531427107	0.9674574086993492	0	0	0.6193014181022176	0.13665355064894844	SGIP1
basolateral plasma membrane (GO:0016323)	2/151	0.8079334162935428	0.9674574086993492	0	0	0.65599811136218	0.1399084101081965	SLC40A1;SLC29A2
plasma membrane raft (GO:0044853)	1/82	0.8098637027216147	0.9674574086993492	0	0	0.6039481419598378	0.12736620917993374	SMO
actin-based cell projection (GO:0098858)	1/83	0.8136820515712634	0.9674574086993492	0	0	0.5965523565010086	0.12300049918477701	RAPGEF3
nuclear chromosome (GO:0000228)	1/83	0.8136820515712634	0.9674574086993492	0	0	0.5965523565010086	0.12300049918477701	HMGA2
coated vesicle (GO:0030135)	1/84	0.8174239068154928	0.9674574086993492	0	0	0.5893347827399825	0.11880839581512609	SGIP1
specific granule (GO:0042581)	2/160	0.8328256314773578	0.9688344909741047	0	0	0.6183448890019719	0.11311443941981061	TMEM63A;ANXA3
vacuolar lumen (GO:0005775)	2/161	0.8354043024276606	0.9688344909741047	0	0	0.6144243228722227	0.11049774875330026	GPC5;CTSF
specific granule membrane (GO:0035579)	1/91	0.8415997117838501	0.9688344909741047	0	0	0.5433027011974381	0.0936929743047137	TMEM63A
tertiary granule (GO:0070820)	2/164	0.8429262873164316	0.9688344909741047	0	0	0.6029530367888827	0.1030300618480092	TMEM63A;SERPINB6
bounding membrane of organelle (GO:0098588)	12/767	0.8444920964105832	0.9688344909741047	0	0	0.7719669556905852	0.13047777894805423	HLA-DRB4;ST6GAL2;SMO;MME;HLA-DRB3;ATP2C1;SHANK3;RHOBTB1;RYR3;SERPINB6;HLA-DQB1;ZDHHC15
cilium (GO:0005929)	3/237	0.8559621006999004	0.9760055660419595	0	0	0.6253955951688949	0.09726726328162395	SMO;NPHP3;SHANK3
integral component of plasma membrane (GO:0005887)	24/1454	0.8625373547200237	0.9775423353493602	0	0	0.8110400238059813	0.11993402058165471	ALK;CHRM3;SEMA3C;PCDH9;MME;CD82;CHRNA5;HTR1F;SLC40A1;SLC5A3;SLC8A3;CACNB2;TSPAN13;SYPL1;SLC22A17;TSPAN6;ADGRG6;F2RL1;TSPAN2;HLA-DRB3;SLC16A2;SLC18A2;JAM2;IL12RB2
Golgi lumen (GO:0005796)	1/100	0.868049550718161	0.9778630480981694	0	0	0.49368370421002	0.06985944315209257	GPC5
nuclear lumen (GO:0031981)	11/745	0.8836701540549249	0.9838001788984018	0	0	0.7268199743631053	0.08988685458638566	RPS6KA6;RPS7;STAG3;NSUN5;SCD;HMGA2;LDOC1;E2F5;SDHA;ZNF300;SLC29A2
ficolin-1-rich granule (GO:0101002)	2/184	0.8855864591074397	0.9838001788984018	0	0	0.536142249710089	0.06514406472889961	COMMD3;SERPINB6
polymeric cytoskeletal fiber (GO:0099513)	3/256	0.8891028354750261	0.9838001788984018	0	0	0.5778616302107705	0.06792322826769583	CRHBP;PAWR;PLS3
mitochondrial inner membrane (GO:0005743)	4/328	0.8965240296338618	0.9861764325972481	0	0	0.6009477490958972	0.0656416322861976	SLC25A27;SDHA;COX7C;MRPL57
endoplasmic reticulum membrane (GO:0005789)	10/712	0.9078053244509782	0.9865232910160536	0	0	0.6902622543648185	0.06676584002741373	SLC8A3;ERO1B;PCYT1B;SCD;ADGRG6;PLOD2;ELOVL7;HSD17B7;RYR3;FDFT1
mitochondrial membrane (GO:0031966)	6/469	0.9103604998511821	0.9865232910160536	0	0	0.6294306607755643	0.059112731401229614	SLC8A3;SLC25A27;MSTO1;SDHA;MRPL57;COX7C
ficolin-1-rich granule lumen (GO:1904813)	1/123	0.9173055214825973	0.9865232910160536	0	0	0.4001396934960352	0.03453793248355739	COMMD3
organelle inner membrane (GO:0019866)	4/346	0.9179414579507665	0.9865232910160536	0	0	0.5687872880855337	0.04870051275436396	SLC25A27;SDHA;COX7C;MRPL57
nucleolus (GO:0005730)	10/733	0.9242697676079409	0.9876482659581997	0	0	0.6694683831613292	0.05272150124226964	RPS6KA6;RPS7;STAG3;NSUN5;SCD;LDOC1;E2F5;SDHA;ZNF300;SLC29A2
