Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
cell-substrate junction (GO:0030055)	15/394	0.013492146159351053	0.07401405893129721	0	0	1.9759106329027174	8.507574733693621	ARF1;LRP1;ITGB2;PLAUR;SYNE2;ACTB;IGF2R;TNFSF13B;CDC42;MARCKS;BSG;FLNA;ITGB7;LCP1;VCL
condensed chromosome, centromeric region (GO:0000779)	2/10	0.016146080400003	0.08611242880001599	0	0	12.306532663316583	50.77771316717889	SGO1;CENPE
condensed chromosome (GO:0000793)	4/54	0.02273480198049921	0.11654134788993199	0	0	3.9494949494949494	14.944329646880282	SGO1;CENPE;FANCD2;SMC6
T cell receptor complex (GO:0042101)	2/12	0.02306547510321571	0.11654134788993199	0	0	9.844221105527637	37.10698781185292	CD4;CD3D
plasma membrane raft (GO:0044853)	5/82	0.0242945944818196	0.11960415744895804	0	0	3.2094361334867663	11.93108332807777	ITGAM;ITGB2;MYOF;CD36;ADD2
actin-based cell projection (GO:0098858)	5/83	0.02544289793616788	0.12212591009360581	0	0	3.168127231418371	11.631204540896094	CDC42;VCAM1;LRRK2;LCP1;MYO1F
podosome (GO:0002102)	2/13	0.02690355694310994	0.12514271479204178	0	0	8.948835084513476	32.354484367906686	VCAM1;LCP1
cytoplasmic vesicle lumen (GO:0060205)	6/115	0.028111650961993712	0.12514271479204178	0	0	2.7230941181949424	9.725724428296507	CFD;XRCC6;APAF1;PGAM1;CTSH;VCL
azurophil granule membrane (GO:0035577)	4/58	0.028678538806509574	0.12514271479204178	0	0	3.656191545080434	12.985352606393748	C3AR1;TOM1;FPR1;CD68
filopodium (GO:0030175)	4/58	0.028678538806509574	0.12514271479204178	0	0	3.656191545080434	12.985352606393748	CDC42;VCAM1;LCP1;SYNE2
cytoskeleton (GO:0005856)	19/600	0.03362885971371839	0.14348313477853178	0	0	1.6324510640989154	5.537879094751268	GAS2L3;EPB42;EPB41;MX2;SLC4A1;LYST;SPTB;NDRG1;SYNE2;ACTB;ADD2;FRMD3;CENPE;TPX2;MARCKS;FLNA;LCP1;MYO1F;VCL
trans-Golgi network transport vesicle (GO:0030140)	2/15	0.03527988897909261	0.14725518878229957	0	0	7.571318129107074	25.321835820479844	IGF2R;RAB8A
mitochondrial envelope (GO:0005740)	6/127	0.04248941754613731	0.17357379082677368	0	0	2.451524940218987	7.743142094817257	ADAP2;CLPB;LRRK2;MX2;COX17;SDHB
adherens junction (GO:0005912)	6/132	0.04962928905891276	0.19851715623565103	0	0	2.3536379018612523	7.068384421330595	JAG1;CDCA3;NDRG1;ACTB;VCL;VEGFA
asymmetric synapse (GO:0032279)	6/133	0.05114041865709281	0.200386946574731	0	0	2.3349854110875734	6.94233221095301	ABI3;MX2;HOMER3;SRGAP2;CPEB4;ADD2
actin filament (GO:0005884)	4/72	0.05614571661246093	0.21559955179184995	0	0	2.9013666072489603	8.355369729998213	GAS2L3;LCP1;ACTB;GAS7
postsynaptic density (GO:0014069)	6/138	0.05911540794132337	0.22255212401439387	0	0	2.2459621596677435	6.352173200331389	ABI3;MX2;HOMER3;SRGAP2;CPEB4;ADD2
endosome membrane (GO:0010008)	11/325	0.06328903466701401	0.23368258953974405	0	0	1.7368231460710952	4.793706901492583	EHD4;FLT3;SLC11A1;MRC1;ADRB2;CD68;FCGR1A;TLR4;NDRG1;RAB8A;IGF2R
endocytic vesicle lumen (GO:0071682)	2/21	0.06526256283317833	0.23571959272763252	0	0	5.178788680243322	14.134658097004975	HBB;HBA1
multivesicular body (GO:0005771)	3/47	0.06752384166676974	0.23571959272763252	0	0	3.3585985802610487	9.05234522192748	LRRK2;CTSH;RAB27A
Golgi-associated vesicle (GO:0005798)	3/47	0.06752384166676974	0.23571959272763252	0	0	3.3585985802610487	9.05234522192748	LRRK2;RAB8A;IGF2R
clathrin-coated vesicle (GO:0030136)	4/80	0.07646650470328337	0.2621708732684001	0	0	2.594896331738437	6.671225417330114	DENND1A;AAK1;RAB8A;IGF2R
endolysosome (GO:0036019)	2/25	0.08854653750604154	0.2795290739756245	0	0	4.27725584443959	10.36903917949918	PRKCD;CTSB
spindle (GO:0005819)	7/192	0.09158501995742165	0.2795290739756245	0	0	1.8692662127776631	4.468457624718017	CDC42;TPX2;SPAG5;EPB41;KIF4A;NEDD9;KNSTRN
mitotic spindle (GO:0072686)	5/120	0.09322526806318979	0.2795290739756245	0	0	2.144744083654375	5.088912522142321	CDC42;TPX2;SPAG5;EPB41;KNSTRN
cell-cell junction (GO:0005911)	9/271	0.09540176869209387	0.2795290739756245	0	0	1.6989320786396205	3.991909623475915	JAG1;CDCA3;FLNA;PTPRJ;AQP3;NDRG1;ACTB;VCL;VEGFA
NURF complex (GO:0016589)	1/5	0.09608811917912091	0.2795290739756245	0	0	12.278195488721805	28.761545244236093	HMGXB4
PCAF complex (GO:0000125)	1/5	0.09608811917912091	0.2795290739756245	0	0	12.278195488721805	28.761545244236093	KAT2B
phosphatidylinositol 3-kinase complex, class I (GO:0097651)	1/5	0.09608811917912091	0.2795290739756245	0	0	12.278195488721805	28.761545244236093	PIK3R6
piP-body (GO:0071547)	1/5	0.09608811917912091	0.2795290739756245	0	0	12.278195488721805	28.761545244236093	PIWIL4
endolysosome lumen (GO:0036021)	1/5	0.09608811917912091	0.2795290739756245	0	0	12.278195488721805	28.761545244236093	CTSB
endoplasmic reticulum tubular network membrane (GO:0098826)	1/5	0.09608811917912091	0.2795290739756245	0	0	12.278195488721805	28.761545244236093	ATL3
SAGA-type complex (GO:0070461)	2/27	0.1009766762837424	0.2893659977086349	0	0	3.9346733668341707	9.02167766919738	TADA2B;KAT2B
microvillus (GO:0005902)	3/57	0.1056849758048816	0.29840463756672453	0	0	2.7352364959417854	6.146876562021285	VCAM1;LRRK2;MYO1F
recycling endosome membrane (GO:0055038)	3/58	0.10988532958290806	0.3002849707168755	0	0	2.6853675291962444	5.930145223793708	EHD4;NDRG1;RAB8A
alpha-beta T cell receptor complex (GO:0042105)	1/6	0.11417084824131203	0.3002849707168755	0	0	9.822055137844611	21.314441936770365	CD3D
alveolar lamellar body (GO:0097208)	1/6	0.11417084824131203	0.3002849707168755	0	0	9.822055137844611	21.314441936770365	CTSH
sex chromosome (GO:0000803)	1/6	0.11417084824131203	0.3002849707168755	0	0	9.822055137844611	21.314441936770365	SMC6
TORC1 complex (GO:0031931)	1/6	0.11417084824131203	0.3002849707168755	0	0	9.822055137844611	21.314441936770365	SMG1
axon (GO:0030424)	7/204	0.11599086032905981	0.3009492592321552	0	0	1.7543173040906215	3.7792273181022775	LRRK2;SEMA3A;MX2;BSG;FEZ2;PTPRO;ACTB
caveola (GO:0005901)	3/60	0.11847459228273488	0.3032949562438013	0	0	2.5908789606257456	5.526491861905216	LRRK2;MYOF;CD36
cyclin-dependent protein kinase holoenzyme complex (GO:0000307)	2/30	0.12044126149773628	0.30427266062586006	0	0	3.512562814070352	7.43466622031025	CCNE2;CKS1B
lysosomal membrane (GO:0005765)	10/330	0.12740096346015917	0.31263459741187544	0	0	1.544871794871795	3.1830785229951375	SLC36A1;GRN;LRP1;C3AR1;FPR1;TOM1;ATP6V1B2;ATP11A;CD68;PLD1
intracellular organelle lumen (GO:0070013)	22/848	0.12915633431335094	0.31263459741187544	0	0	1.3228410008071025	2.707500629552041	CFD;XRCC6;APAF1;IDH3G;PGAM1;LRRK2;PLAUR;HBB;HBA1;CFP;SYNE2;OSCAR;VCAN;STS;CTSH;MNDA;QSOX1;TIMP1;ARSB;VCL;PDK1;CTSB
multivesicular body lumen (GO:0097486)	1/7	0.13189272078313496	0.31263459741187544	0	0	8.184628237259815	16.58014494642258	CTSH
Smc5-Smc6 complex (GO:0030915)	1/7	0.13189272078313496	0.31263459741187544	0	0	8.184628237259815	16.58014494642258	SMC6
kinetochore microtubule (GO:0005828)	1/7	0.13189272078313496	0.31263459741187544	0	0	8.184628237259815	16.58014494642258	CENPE
proton-transporting V-type ATPase, V1 domain (GO:0033180)	1/8	0.14926091968857153	0.33715407741418507	0	0	7.015037593984962	13.34301795597851	ATP6V1B2
SUMO ligase complex (GO:0106068)	1/8	0.14926091968857153	0.33715407741418507	0	0	7.015037593984962	13.34301795597851	SMC6
vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221)	1/8	0.14926091968857153	0.33715407741418507	0	0	7.015037593984962	13.34301795597851	ATP6V1B2
intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235)	1/8	0.14926091968857153	0.33715407741418507	0	0	7.015037593984962	13.34301795597851	SPTB
late endosome membrane (GO:0031902)	3/68	0.1550991887827733	0.34626795635223806	0	0	2.2710714977717497	4.232574236906256	SLC11A1;RAB27A;CD68
late endosome lumen (GO:0031906)	1/9	0.1662824854676896	0.35872176640220677	0	0	6.137844611528822	11.01170580196566	CTSH
multivesicular body membrane (GO:0032585)	1/9	0.1662824854676896	0.35872176640220677	0	0	6.137844611528822	11.01170580196566	RAB27A
TORC2 complex (GO:0031932)	1/9	0.1662824854676896	0.35872176640220677	0	0	6.137844611528822	11.01170580196566	SMG1
serine/threonine protein kinase complex (GO:1902554)	2/37	0.16878068406575483	0.36006545934027695	0	0	2.809045226130653	4.997727236433478	CCNE2;CKS1B
autolysosome (GO:0044754)	1/10	0.18296431890020862	0.3798922105588036	0	0	5.455583402951824	9.266112684524701	LRRK2
ISWI-type complex (GO:0031010)	1/10	0.18296431890020862	0.3798922105588036	0	0	5.455583402951824	9.266112684524701	HMGXB4
actin cytoskeleton (GO:0015629)	9/316	0.1840102894894205	0.3798922105588036	0	0	1.4465289868957072	2.4486316179635486	GAS2L3;MARCKS;VCAM1;FLNA;LCP1;SPTB;ACTB;MYO1F;GAS7
cell cortex region (GO:0099738)	1/11	0.19931318386921895	0.4028224347672636	0	0	4.909774436090226	7.918866697062786	EPB41
dendrite cytoplasm (GO:0032839)	1/11	0.19931318386921895	0.4028224347672636	0	0	4.909774436090226	7.918866697062786	LRRK2
melanosome membrane (GO:0033162)	1/12	0.2153357099246634	0.40533780691701343	0	0	4.463203463203463	6.853503441418336	RAB27A
chitosome (GO:0045009)	1/12	0.2153357099246634	0.40533780691701343	0	0	4.463203463203463	6.853503441418336	RAB27A
neuron projection cytoplasm (GO:0120111)	1/12	0.2153357099246634	0.40533780691701343	0	0	4.463203463203463	6.853503441418336	LRRK2
pigment granule membrane (GO:0090741)	1/12	0.2153357099246634	0.40533780691701343	0	0	4.463203463203463	6.853503441418336	RAB27A
early phagosome (GO:0032009)	1/12	0.2153357099246634	0.40533780691701343	0	0	4.463203463203463	6.853503441418336	UNC93B1
filopodium membrane (GO:0031527)	1/12	0.2153357099246634	0.40533780691701343	0	0	4.463203463203463	6.853503441418336	SYNE2
intrinsic component of mitochondrial membrane (GO:0098573)	1/12	0.2153357099246634	0.40533780691701343	0	0	4.463203463203463	6.853503441418336	MFN2
phagocytic vesicle membrane (GO:0030670)	2/45	0.2270815619658121	0.4145735685826217	0	0	2.2854972537104126	3.3881263125594305	SLC11A1;CYBB
Ada2/Gcn5/Ada3 transcription activator complex (GO:0005671)	1/13	0.23103839499135687	0.4145735685826217	0	0	4.091060985797828	5.994105430085078	KAT2B
beta-catenin-TCF complex (GO:1990907)	1/13	0.23103839499135687	0.4145735685826217	0	0	4.091060985797828	5.994105430085078	TLE1
RNA polymerase I complex (GO:0005736)	1/13	0.23103839499135687	0.4145735685826217	0	0	4.091060985797828	5.994105430085078	POLR2K
lamellar body (GO:0042599)	1/13	0.23103839499135687	0.4145735685826217	0	0	4.091060985797828	5.994105430085078	CTSH
pericentric heterochromatin (GO:0005721)	1/14	0.24642760797141816	0.43809352528252116	0	0	3.776171197223829	5.289233936920179	SNAI1
polymeric cytoskeletal fiber (GO:0099513)	7/256	0.2533456152391235	0.44626016629276805	0	0	1.384234137568084	1.9005543766379476	CENPE;GAS2L3;DPP9;LCP1;NDRG1;ACTB;GAS7
RNA polymerase II, core complex (GO:0005665)	1/15	0.2615095912088046	0.45234091452333774	0	0	3.506265664160401	4.702899151787877	POLR2K
germ plasm (GO:0060293)	1/15	0.2615095912088046	0.45234091452333774	0	0	3.506265664160401	4.702899151787877	PIWIL4
early endosome (GO:0005769)	7/266	0.2841405657483301	0.48709811271142295	0	0	1.330101093459872	1.6736478683954954	CD4;EHD4;VCAM1;LRP1;TOM1;FCGR1A;IGF2R
lytic vacuole membrane (GO:0098852)	7/267	0.28727060225885115	0.4881058020681365	0	0	1.3249168134664318	1.6526093401035649	SLC36A1;GRN;LRP1;ATP6V1B2;ATP11A;CD68;PLD1
platelet alpha granule membrane (GO:0031092)	1/17	0.29077622071956977	0.48972837173822276	0	0	3.0676691729323307	3.789188976780095	CD36
microtubule (GO:0005874)	5/182	0.30017817435991323	0.49491498068421824	0	0	1.3890438389472932	1.6715462776709176	TPX2;CENPE;DPP9;KIF4A;NDRG1
integral component of Golgi membrane (GO:0030173)	2/55	0.3013709723823399	0.49491498068421824	0	0	1.8533232198729497	2.22290053155023	QSOX1;SGMS2
RNA polymerase III complex (GO:0005666)	1/18	0.3049727415814978	0.49491498068421824	0	0	2.8870706177207723	3.428491280322633	POLR2K
GABA-ergic synapse (GO:0098982)	1/18	0.3049727415814978	0.49491498068421824	0	0	2.8870706177207723	3.428491280322633	PTPRO
extracellular membrane-bounded organelle (GO:0065010)	2/56	0.30877176045884264	0.49491498068421824	0	0	1.8189093616229295	2.1374966371670507	ITGB2;VCL
P granule (GO:0043186)	1/19	0.31888578671535506	0.49491498068421824	0	0	2.7265385686438317	3.116221665610031	PIWIL4
H4/H2A histone acetyltransferase complex (GO:0043189)	1/19	0.31888578671535506	0.49491498068421824	0	0	2.7265385686438317	3.116221665610031	ACTB
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	1/19	0.31888578671535506	0.49491498068421824	0	0	2.7265385686438317	3.116221665610031	ATP6V1B2
neuron projection (GO:0043005)	13/556	0.3220788823078647	0.49491498068421824	0	0	1.1789274820239743	1.335676250381647	LRRK2;SEMA3A;MX2;PTPRO;RAB27A;ACTB;TRAK2;CDC42;HRH2;FEZ2;BSG;HOMER3;CPEB4
mitochondrial intermembrane space (GO:0005758)	2/58	0.32352356902967144	0.49491498068421824	0	0	1.7537688442211055	1.979098872658041	CLPB;COX17
cortical cytoskeleton (GO:0030863)	2/58	0.32352356902967144	0.49491498068421824	0	0	1.7537688442211055	1.979098872658041	EPB41;SLC4A1
late endosome (GO:0005770)	5/189	0.32760432911102444	0.49491498068421824	0	0	1.3357182168409467	1.4905930243009269	GRN;SLC11A1;RAB27A;CD68;IGF2R
recycling endosome (GO:0055037)	4/145	0.33004087748719113	0.49491498068421824	0	0	1.3940110323089046	1.5453152626035132	EHD4;ATP11A;NDRG1;RAB8A
extracellular vesicle (GO:1903561)	2/59	0.33087004115908397	0.49491498068421824	0	0	1.7229128096623467	1.9055925753530636	ITGB2;VCL
NuA4 histone acetyltransferase complex (GO:0035267)	1/20	0.33252100264720913	0.49491498068421824	0	0	2.5829046299960425	2.84391296737124	ACTB
intrinsic component of Golgi membrane (GO:0031228)	2/60	0.33819402120717523	0.495035424058738	0	0	1.6931207762952694	1.8355723748394115	QSOX1;SGMS2
microtubule cytoskeleton (GO:0015630)	8/331	0.34378710561596393	0.495035424058738	0	0	1.217981929613951	1.300479124778082	TPX2;CENPE;GAS2L3;DPP9;MX2;NEDD9;LYST;NDRG1
endoplasmic reticulum lumen (GO:0005788)	7/285	0.344767606719941	0.495035424058738	0	0	1.2379775568857891	1.3183033501521197	VCAN;STS;PLAUR;QSOX1;TIMP1;CFP;ARSB
trans-Golgi network (GO:0005802)	6/239	0.34484557374169816	0.495035424058738	0	0	1.265789416352585	1.3476335556336492	MS4A6A;GRN;MS4A7;ATP11A;RAB8A;IGF2R
spindle microtubule (GO:0005876)	2/61	0.34549347304099426	0.495035424058738	0	0	1.6643386423643642	1.7688283642695068	CENPE;KIF4A
basolateral plasma membrane (GO:0016323)	4/151	0.3572847048769121	0.5081382469360528	0	0	1.3367003367003367	1.3757618248626864	LRP1;EPB41;SLC4A1;AQP3
organelle envelope lumen (GO:0031970)	2/64	0.36722563159547655	0.5173070895123659	0	0	1.5835629761711785	1.586379849430052	CLPB;COX17
endoplasmic reticulum tubular network (GO:0071782)	1/23	0.371814470587013	0.5173070895123659	0	0	2.2303485987696514	2.2066183233203236	ATL3
intrinsic component of mitochondrial outer membrane (GO:0031306)	1/23	0.371814470587013	0.5173070895123659	0	0	2.2303485987696514	2.2066183233203236	MFN2
pigment granule (GO:0048770)	1/24	0.38439262401018454	0.5309595957550751	0	0	2.1332679524899203	2.0395978428077752	RAB27A
H4 histone acetyltransferase complex (GO:1902562)	1/25	0.39671954163111506	0.5420744179532487	0	0	2.044277360066834	1.8899869413612858	KAT2B
chromosome (GO:0005694)	4/160	0.398085900684417	0.5420744179532487	0	0	1.259000259000259	1.1596493584075518	CENPE;FANCD2;DDX21;SMC6
glutamatergic synapse (GO:0098978)	2/69	0.4027901953938415	0.5446177289832222	0	0	1.4650116252906322	1.3321928795930742	PTPRO;ACTB
endosome lumen (GO:0031904)	1/26	0.4088002293459486	0.5488786296113436	0	0	1.962406015037594	1.7554284604314268	CTSB
melanosome (GO:0042470)	1/28	0.43224244303114234	0.5763232573748565	0	0	1.8168569572078344	1.5239226344162968	RAB27A
secretory vesicle (GO:0099503)	1/29	0.4436134909815717	0.5874054501273225	0	0	1.7518796992481203	1.4239306426611442	RAB27A
exocytic vesicle (GO:0070382)	1/30	0.45475735697868763	0.5943024456176337	0	0	1.6913836314925244	1.332795558910505	RAB27A
dendrite (GO:0030425)	6/270	0.45501280992600085	0.5943024456176337	0	0	1.1153668666359022	0.8782730047070557	HRH2;LRRK2;RAB27A;HOMER3;CPEB4;TRAK2
mitochondrial outer membrane (GO:0005741)	3/126	0.46305444267245716	0.6000690281334975	0	0	1.1965964244025311	0.921272324968042	LRRK2;MFN2;HK2
voltage-gated calcium channel complex (GO:0005891)	1/31	0.4656785687077663	0.6000690281334975	0	0	1.6349206349206349	1.2495038715298927	STAC3
Golgi membrane (GO:0000139)	10/472	0.47159727615914326	0.6036445134837034	0	0	1.0621600621600622	0.7983512465196386	CDC42;UGCG;ARF1;UNC93B1;BSG;CHST15;QSOX1;ST6GALNAC4;RAB8A;IGF2R
non-motile cilium (GO:0097730)	1/32	0.47638156392928976	0.6057302004928717	0	0	1.5821004123211253	1.1731846343810155	RAB8A
coated vesicle (GO:0030135)	2/84	0.5031074710751888	0.6355041739897122	0	0	1.1961024635371982	0.8216643474098858	DENND1A;AAK1
