Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers Homo sapiens R-HSA-983695	6/47	3.309260237140634E-4	0.0138794267593016	0	0	7.2647022409310384	58.216531940118024	IGHM;IGKC;SH3KBP1;IGHV3-23;IGHD;CBL
CD22 mediated BCR regulation Homo sapiens R-HSA-5690714	4/18	3.861281757740847E-4	0.015294966073717912	0	0	14.131313131313131	111.06281124907363	IGHM;IGKC;IGHV3-23;IGHD
Erythrocytes take up oxygen and release carbon dioxide Homo sapiens R-HSA-1247673	3/8	4.126236333230996E-4	0.015484244766282634	0	0	29.614609571788414	230.78590254951774	HBB;SLC4A1;HBA1
ROS, RNS production in response to bacteria Homo sapiens R-HSA-1222556	5/34	5.384793229061001E-4	0.019196787861602466	0	0	8.542557835006548	64.29779507961125	NCF1;NCF2;SLC11A1;ATP6V1B2;CYBB
Fcgamma receptor (FCGR) dependent phagocytosis Homo sapiens R-HSA-2029480	9/120	6.939882455918558E-4	0.023562553290809196	0	0	4.0414045759314305	29.393359919297392	CDC42;IGHG1;IGHG2;IGKC;IGHV3-23;PRKCD;PLD1;FCGR1A;ACTB
Toll Like Receptor 4 (TLR4) Cascade Homo sapiens R-HSA-166016	9/122	7.817484568516481E-4	0.02533575680614659	0	0	3.9694678948917006	28.397484148320103	SOCS1;ITGAM;CD180;ITGB2;LY86;CD36;MAP2K7;TLR4;TLR2
Acetylcholine regulates insulin secretion Homo sapiens R-HSA-399997	3/10	8.582022349563605E-4	0.026604269283647175	0	0	21.151133501259444	149.34119030103292	MARCKS;PRKCA;PLCB2
Cell surface interactions at the vascular wall Homo sapiens R-HSA-202733	8/101	9.554171682538042E-4	0.028383851706873433	0	0	4.280667105551898	29.765030073079913	ITGAM;FCER1G;SLC7A7;BSG;ITGB2;ITGAX;SIRPA;TREM1
MyD88 deficiency (TLR2/4) Homo sapiens R-HSA-5602498	3/11	0.0011625803504200342	0.03188153037882632	0	0	18.506297229219143	125.04914721997002	CD36;TLR4;TLR2
IRAK4 deficiency (TLR2/4) Homo sapiens R-HSA-5603041	3/11	0.0011625803504200342	0.03188153037882632	0	0	18.506297229219143	125.04914721997002	CD36;TLR4;TLR2
Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427	4/24	0.001219601603094796	0.032206516407651466	0	0	9.88888888888889	66.34684016981191	CD4;PTPRJ;CD3D;PAG1
Antigen processing-Cross presentation Homo sapiens R-HSA-1236975	7/82	0.001273557428807321	0.032430230240700714	0	0	4.636980491942324	30.909839162509265	NCF1;NCF2;MRC1;CYBB;CD36;FCGR1A;FCGR1B
Erythrocytes take up carbon dioxide and release oxygen Homo sapiens R-HSA-1237044	3/12	0.0015272099793060996	0.03629669050817497	0	0	16.449202350965574	106.66177255132742	HBB;SLC4A1;HBA1
O2/CO2 exchange in erythrocytes Homo sapiens R-HSA-1480926	3/12	0.0015272099793060996	0.03629669050817497	0	0	16.449202350965574	106.66177255132742	HBB;SLC4A1;HBA1
RHO GTPases Activate NADPH Oxidases Homo sapiens R-HSA-5668599	3/13	0.0019560753955555057	0.04498973409777663	0	0	14.803526448362721	92.32685820906268	NCF1;NCF2;CYBB
Integrin cell surface interactions Homo sapiens R-HSA-216083	6/67	0.0022008373659457648	0.04903740755997907	0	0	4.877839727053341	29.84709823468019	ITGAM;VCAM1;ITGB2;BSG;ITGAX;ITGB7
Early Phase of HIV Life Cycle Homo sapiens R-HSA-162594	3/14	0.0024528495623385993	0.052996416301437005	0	0	13.457064346233112	80.88375043391294	XRCC6;CD4;BANF1
Interferon gamma signaling Homo sapiens R-HSA-877300	7/93	0.002633231680936344	0.05522041730904744	0	0	4.041600094680159	24.005259212652312	SOCS1;VCAM1;PRKCD;IFI30;FCGR1A;FCGR1B;PTPN2
FCGR activation Homo sapiens R-HSA-2029481	5/49	0.002889011360010871	0.05885328856250716	0	0	5.626006904487917	32.89436741543659	IGHG1;IGHG2;IGKC;IGHV3-23;FCGR1A
Regulation of actin dynamics for phagocytic cup formation Homo sapiens R-HSA-2029482	7/97	0.003336911052099868	0.06608937722631128	0	0	3.861181792479502	22.019198995101235	CDC42;IGHG1;IGHG2;IGKC;IGHV3-23;FCGR1A;ACTB
Cytokine Signaling in Immune system Homo sapiens R-HSA-1280215	23/620	0.0035254467773913785	0.06793631222378521	0	0	1.9419333626576738	10.967550469743825	CSF1R;VCAM1;FLT3;MX2;PRKCD;INPPL1;IL1RAP;TNFRSF1B;IFI30;CBL;SPTB;CSF2RA;TNFSF13B;IL17RA;RASGRP3;CD4;SOCS1;FCGR1A;FCGR1B;PTPN2;VCL;HAVCR2;HBEGF
Regulation of KIT signaling Homo sapiens R-HSA-1433559	3/16	0.003663338969162722	0.06873580750034265	0	0	11.385584189110638	63.86607120799337	SOCS1;PRKCA;CBL
Formation of Senescence-Associated Heterochromatin Foci (SAHF) Homo sapiens R-HSA-2559584	3/17	0.004382961276740455	0.08012952282861395	0	0	10.571788413098236	57.405135557316896	HIST1H1D;HIST1H1B;LMNB1
MHC class II antigen presentation Homo sapiens R-HSA-2132295	7/103	0.0046504762394182315	0.08289473896762997	0	0	3.6187446988973706	19.43550209097824	CENPE;ARF1;KIF4A;CTSH;IFI30;CTSE;CTSB
Generation of second messenger molecules Homo sapiens R-HSA-202433	4/35	0.005056226902474513	0.08792901906010556	0	0	6.376344086021505	33.71259036507593	CD4;GRAP2;CD3D;FYB
Cytosolic sulfonation of small molecules Homo sapiens R-HSA-156584	3/18	0.005182330905406065	0.087976236560822	0	0	9.866498740554157	51.922452998319756	SULT1A1;SULT1A3;SULT1A2
Complement cascade Homo sapiens R-HSA-166658	6/80	0.005339105387728115	0.08852981724302664	0	0	4.018246673069008	21.02626799626925	CFD;IGHG1;IGHG2;IGKC;IGHV3-23;C3AR1
RHO GTPase Effectors Homo sapiens R-HSA-195258	12/255	0.005467813774121847	0.0886034368397472	0	0	2.463662975690467	12.83291597622787	CDC42;CENPE;DIAPH2;NCF1;NCF2;CDCA8;FLNA;CYBB;SRGAP2;IQGAP3;ACTB;SPC24
Initial triggering of complement Homo sapiens R-HSA-166663	5/58	0.005999429457846371	0.09505762674321028	0	0	4.6684977310723665	23.884458780245645	CFD;IGHG1;IGHG2;IGKC;IGHV3-23
2-LTR circle formation Homo sapiens R-HSA-164843	2/7	0.007839727712564304	0.11893033742677338	0	0	19.693467336683415	95.48478421013068	XRCC6;BANF1
PTK6 promotes HIF1A stabilization Homo sapiens R-HSA-8857538	2/7	0.007839727712564304	0.11893033742677338	0	0	19.693467336683415	95.48478421013068	LRRK2;HBEGF
RHO GTPases Activate Formins Homo sapiens R-HSA-5663220	7/114	0.008023877416940361	0.11918801246413495	0	0	3.244893105990345	15.657691426070345	CDC42;CENPE;DIAPH2;CDCA8;SRGAP2;ACTB;SPC24
GPCR ligand binding Homo sapiens R-HSA-500792	17/447	0.008966622791832825	0.13047351123626133	0	0	1.9788086708361163	9.328591205880967	CCL3L1;GPR65;FPR1;LPAR1;FPR2;ADRB2;CXCL3;HCAR2;HCAR3;GPR132;HRH2;CCL5;P2RY2;CCL4;C3AR1;PROK2;S1PR3
HuR (ELAVL1) binds and stabilizes mRNA Homo sapiens R-HSA-450520	2/8	0.010315438493629567	0.14421387541093886	0	0	16.41038525963149	75.06296677596661	PRKCD;PRKCA
Formyl peptide receptors bind formyl peptides and many other ligands Homo sapiens R-HSA-444473	2/8	0.010315438493629567	0.14421387541093886	0	0	16.41038525963149	75.06296677596661	FPR1;FPR2
Classical antibody-mediated complement activation Homo sapiens R-HSA-173623	4/43	0.010519335621113764	0.14423627495873295	0	0	5.066304066304066	23.074685674999174	IGHG1;IGHG2;IGKC;IGHV3-23
Diseases associated with the TLR signaling cascade Homo sapiens R-HSA-5602358	3/24	0.011766399241020235	0.15536004923791533	0	0	7.045340050377834	31.29897482573702	CD36;TLR4;TLR2
Diseases of Immune System Homo sapiens R-HSA-5260271	3/24	0.011766399241020235	0.15536004923791533	0	0	7.045340050377834	31.29897482573702	CD36;TLR4;TLR2
Inactivation of Cdc42 and Rac Homo sapiens R-HSA-428543	2/9	0.0130884971864513	0.16089824989551338	0	0	14.06532663316583	60.9875588530386	CDC42;SRGAP2
Integration of provirus Homo sapiens R-HSA-162592	2/9	0.0130884971864513	0.16089824989551338	0	0	14.06532663316583	60.9875588530386	XRCC6;BANF1
Nef Mediated CD4 Down-regulation Homo sapiens R-HSA-167590	2/9	0.0130884971864513	0.16089824989551338	0	0	14.06532663316583	60.9875588530386	CD4;ARF1
EGFR Transactivation by Gastrin Homo sapiens R-HSA-2179392	2/9	0.0130884971864513	0.16089824989551338	0	0	14.06532663316583	60.9875588530386	PRKCA;HBEGF
Costimulation by the CD28 family Homo sapiens R-HSA-388841	5/72	0.01461975826143909	0.1766760617017978	0	0	3.6903457396561494	15.593118098757765	CD86;CDC42;CD4;GRAP2;CD3D
G alpha (q) signalling events Homo sapiens R-HSA-416476	9/191	0.014976082337610636	0.17796577844527303	0	0	2.4558331693881565	10.317694009738005	GPR132;DGKD;GPR65;P2RY2;PRKCD;LPAR1;PROK2;FPR2;PLCB2
Pyruvate metabolism and Citric Acid (TCA) cycle Homo sapiens R-HSA-71406	4/48	0.015347301637473224	0.179387312582269	0	0	4.489439853076217	18.75156245620123	IDH3G;BSG;SDHB;PDK1
Diseases associated with surfactant metabolism Homo sapiens R-HSA-5687613	2/10	0.016146080400003	0.18049548365484594	0	0	12.306532663316583	50.77771316717889	CCDC59;CSF2RA
EGFR downregulation Homo sapiens R-HSA-182971	3/27	0.01627232061021434	0.18049548365484594	0	0	6.163727959697733	25.38401759614632	CDC42;SH3KBP1;CBL
Signaling by Rho GTPases Homo sapiens R-HSA-194315	14/367	0.016398248073128143	0.18049548365484594	0	0	1.9775572810403792	8.12890894024816	NCF1;NCF2;ARHGAP19;CDCA8;CYBB;ARHGAP26;IQGAP3;ACTB;CDC42;CENPE;DIAPH2;FLNA;SRGAP2;SPC24
Creation of C4 and C2 activators Homo sapiens R-HSA-166786	4/49	0.0164547074860659	0.18049548365484594	0	0	4.389450056116723	18.028102027437907	IGHG1;IGHG2;IGKC;IGHV3-23
Apoptotic execution  phase Homo sapiens R-HSA-75153	4/51	0.018816521707715535	0.20327545420607843	0	0	4.202235117128734	16.695564084528165	PRKCD;HIST1H1D;HIST1H1B;LMNB1
RHO GTPases activate IQGAPs Homo sapiens R-HSA-5626467	2/11	0.01947575649218583	0.20725693102878356	0	0	10.93858179787828	43.08253248078719	CDC42;IQGAP3
Vesicle-mediated transport Homo sapiens R-HSA-5653656	17/492	0.02108748965730568	0.22090585271101285	0	0	1.7871375566854473	6.896698441266113	ARF1;LRP1;IGHV3-23;HBB;HBA1;SPTB;IGF2R;CENPE;TBC1D1;IGKC;CPD;KIF4A;STAB1;CD36;IGHA1;IGHA2;RAB8A
GPVI-mediated activation cascade Homo sapiens R-HSA-114604	4/53	0.021377985746227048	0.22090585271101285	0	0	4.03030303030303	15.49810143800204	CDC42;FCER1G;CSF2RA;PIK3R6
Passive transport by Aquaporins Homo sapiens R-HSA-432047	2/12	0.02306547510321571	0.23162934857172957	0	0	9.844221105527637	37.10698781185292	AQP9;AQP3
CD28 dependent Vav1 pathway Homo sapiens R-HSA-389359	2/12	0.02306547510321571	0.23162934857172957	0	0	9.844221105527637	37.10698781185292	CD86;CDC42
Factors involved in megakaryocyte development and platelet production Homo sapiens R-HSA-983231	7/141	0.023456432965965095	0.23228384312129324	0	0	2.5874824351524817	9.709813741273612	CDC42;CENPE;HBG1;KIF4A;HBB;MFN2;HBD
Chemokine receptors bind chemokines Homo sapiens R-HSA-380108	4/56	0.02560268266054218	0.23681772963502945	0	0	3.797202797202797	13.91696902704035	CCL3L1;CCL5;CCL4;CXCL3
Glycolysis Homo sapiens R-HSA-70171	3/32	0.025650396845785944	0.23681772963502945	0	0	5.099713367497611	18.681250812059805	PGAM1;HK2;HK1
Facilitative Na+-independent glucose transporters Homo sapiens R-HSA-428790	2/13	0.02690355694310994	0.23681772963502945	0	0	8.948835084513476	32.354484367906686	SLC2A9;SLC2A3
The activation of arylsulfatases Homo sapiens R-HSA-1663150	2/13	0.02690355694310994	0.23681772963502945	0	0	8.948835084513476	32.354484367906686	STS;ARSB
Initiation of Nuclear Envelope Reformation Homo sapiens R-HSA-2995383	2/13	0.02690355694310994	0.23681772963502945	0	0	8.948835084513476	32.354484367906686	BANF1;LMNB1
Nuclear Envelope Reassembly Homo sapiens R-HSA-2995410	2/13	0.02690355694310994	0.23681772963502945	0	0	8.948835084513476	32.354484367906686	BANF1;LMNB1
Activation of DNA fragmentation factor Homo sapiens R-HSA-211227	2/13	0.02690355694310994	0.23681772963502945	0	0	8.948835084513476	32.354484367906686	HIST1H1D;HIST1H1B
Apoptosis induced DNA fragmentation Homo sapiens R-HSA-140342	2/13	0.02690355694310994	0.23681772963502945	0	0	8.948835084513476	32.354484367906686	HIST1H1D;HIST1H1B
Trafficking and processing of endosomal TLR Homo sapiens R-HSA-1679131	2/13	0.02690355694310994	0.23681772963502945	0	0	8.948835084513476	32.354484367906686	UNC93B1;CTSB
CD28 co-stimulation Homo sapiens R-HSA-389356	3/33	0.02780772306270752	0.2392094740805943	0	0	4.9294710327455915	17.65954154582156	CD86;CDC42;GRAP2
Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907	15/432	0.028055362251400037	0.2392094740805943	0	0	1.7923012239559002	6.404923738383126	DGKD;GPR65;PRKCD;LPAR1;PRKCA;FPR2;SPTB;CSF2RA;RASGRP3;GPR132;P2RY2;PROK2;PLCB2;VCL;HBEGF
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	12/320	0.028181761322257956	0.2392094740805943	0	0	1.937207122774133	6.914047724478577	CDC42;NCF1;NCF2;PRKCD;CYBB;PRKCA;CSF2RA;SPTB;VCL;HBEGF;VEGFA;RASGRP3
B-WICH complex positively regulates rRNA expression Homo sapiens R-HSA-5250924	4/58	0.028678538806509574	0.24056233140048622	0	0	3.656191545080434	12.985352606393748	KAT2B;DDX21;ACTB;POLR2K
DAP12 interactions Homo sapiens R-HSA-2172127	13/359	0.02935519034473911	0.243375008323244	0	0	1.8692924676255769	6.5953982663157555	CD86;PRKCD;PRKCA;CSF2RA;TREM1;SPTB;SIRPB1;RASGRP3;KLRK1;TYROBP;GRAP2;VCL;HBEGF
DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586	4/59	0.03029517824578977	0.2454200174354686	0	0	3.5895316804407713	12.551754895181082	CCNE2;HIST1H1D;HIST1H1B;LMNB1
CS/DS degradation Homo sapiens R-HSA-2024101	2/14	0.030978683827759007	0.2454200174354686	0	0	8.202680067001674	28.49985039637527	VCAN;ARSB
Lysosphingolipid and LPA receptors Homo sapiens R-HSA-419408	2/14	0.030978683827759007	0.2454200174354686	0	0	8.202680067001674	28.49985039637527	LPAR1;S1PR3
Regulation of IFNG signaling Homo sapiens R-HSA-877312	2/14	0.030978683827759007	0.2454200174354686	0	0	8.202680067001674	28.49985039637527	SOCS1;PTPN2
TCR signaling Homo sapiens R-HSA-202403	6/118	0.031350185351275296	0.24563386984021193	0	0	2.649746192893401	9.17483919792303	CD4;GRAP2;PTPRJ;CD3D;PAG1;FYB
Signaling by VEGF Homo sapiens R-HSA-194138	12/328	0.033146568212391245	0.25688590364603214	0	0	1.8873809213101918	6.429959692026045	CDC42;NCF1;NCF2;PRKCD;CYBB;PRKCA;CSF2RA;SPTB;VCL;HBEGF;VEGFA;RASGRP3
Depolymerisation of the Nuclear Lamina Homo sapiens R-HSA-4419969	2/15	0.03527988897909261	0.27047914883971	0	0	7.571318129107074	25.321835820479844	PRKCA;LMNB1
MyD88:Mal cascade initiated on plasma membrane Homo sapiens R-HSA-166058	5/92	0.037348164601447326	0.2745282614518757	0	0	2.839080459770115	9.333396123634005	SOCS1;CD36;MAP2K7;TLR4;TLR2
Toll Like Receptor TLR1:TLR2 Cascade Homo sapiens R-HSA-168179	5/92	0.037348164601447326	0.2745282614518757	0	0	2.839080459770115	9.333396123634005	SOCS1;CD36;MAP2K7;TLR4;TLR2
Toll Like Receptor TLR6:TLR2 Cascade Homo sapiens R-HSA-168188	5/92	0.037348164601447326	0.2745282614518757	0	0	2.839080459770115	9.333396123634005	SOCS1;CD36;MAP2K7;TLR4;TLR2
Toll Like Receptor 2 (TLR2) Cascade Homo sapiens R-HSA-181438	5/92	0.037348164601447326	0.2745282614518757	0	0	2.839080459770115	9.333396123634005	SOCS1;CD36;MAP2K7;TLR4;TLR2
STING mediated induction of host immune responses Homo sapiens R-HSA-1834941	2/16	0.03979654755299271	0.2895401878090184	0	0	7.030150753768845	22.665031087337795	XRCC6;MB21D1
Peptide ligand-binding receptors Homo sapiens R-HSA-375276	8/193	0.040750602450486485	0.29348666209289764	0	0	2.141753998896856	6.854222458190253	CCL3L1;CCL5;CCL4;C3AR1;FPR1;PROK2;FPR2;CXCL3
Gamma carboxylation, hypusine formation and arylsulfatase activation Homo sapiens R-HSA-163841	3/39	0.04269823848976733	0.30443844043204105	0	0	4.106633081444165	12.950668282146289	EIF5A;STS;ARSB
Interferon Signaling Homo sapiens R-HSA-913531	8/196	0.04394351743326127	0.30734186444503286	0	0	2.107251411202779	6.5848449187382485	SOCS1;VCAM1;MX2;PRKCD;IFI30;FCGR1A;FCGR1B;PTPN2
SLC-mediated transmembrane transport Homo sapiens R-HSA-425407	10/268	0.043967559850481557	0.30734186444503286	0	0	1.9222818525144107	6.005791329870101	SLC2A9;SLC36A1;SLC7A7;SLCO3A1;SLC11A1;BSG;SLC4A1;SLC2A3;HK2;HK1
Signaling by the B Cell Receptor (BCR) Homo sapiens R-HSA-983705	9/233	0.04538008015046102	0.3141358946337739	0	0	1.9910485933503836	6.157680212331408	CD86;IGHM;IGKC;SH3KBP1;IGHV3-23;IGHD;CBL;HBEGF;RASGRP3
Cell-Cell communication Homo sapiens R-HSA-1500931	6/131	0.04814598407150233	0.3285734780121119	0	0	2.3725888324873097	7.197289859328513	TYROBP;SIRPA;FLNA;SIRPB1;FYB;SKAP2
Glycosphingolipid metabolism Homo sapiens R-HSA-1660662	3/41	0.04838739858523387	0.3285734780121119	0	0	3.8900967784701046	11.78121978651808	UGCG;STS;ARSB
Glucose transport Homo sapiens R-HSA-70153	3/42	0.05136409651621178	0.3454962341137641	0	0	3.790156946328231	11.25227806154487	SLC2A3;HK2;HK1
Signaling by Interleukins Homo sapiens R-HSA-449147	13/392	0.052754480918565994	0.3490241927132544	0	0	1.7036059806508355	5.012190337989445	CSF1R;FLT3;INPPL1;IL1RAP;CBL;SPTB;CSF2RA;IL17RA;RASGRP3;CD4;VCL;HAVCR2;HBEGF
G alpha (i) signalling events Homo sapiens R-HSA-418594	9/240	0.052867619653620586	0.3490241927132544	0	0	1.9300162752848176	5.6741788172428995	HCAR2;HCAR3;CCL5;C3AR1;LPAR1;FPR1;S1PR3;FPR2;CXCL3
Signaling by EGFR Homo sapiens R-HSA-177929	12/355	0.05447867839831702	0.3535049587374255	0	0	1.736377025036819	5.052763163029861	CD86;CDC42;SH3KBP1;PRKCD;PRKCA;CBL;CSF2RA;SPTB;PAG1;VCL;HBEGF;RASGRP3
Citric acid cycle (TCA cycle) Homo sapiens R-HSA-71403	2/19	0.054537931923024974	0.3535049587374255	0	0	5.7886491279929055	16.83836307659426	IDH3G;SDHB
Signaling by NOTCH1 Homo sapiens R-HSA-1980143	4/72	0.05614571661246093	0.36064771121337513	0	0	2.9013666072489603	8.355369729998213	KAT2B;TLE1;JAG1;HDAC9
PLC beta mediated events Homo sapiens R-HSA-112043	3/44	0.057576339300596864	0.366535088583264	0	0	3.604902623333538	10.29071210031502	PRKCD;PRKCA;PLCB2
Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913	4/73	0.05850518421607165	0.3691521800536202	0	0	2.8591714243888156	8.11615811363686	KAT2B;DDX21;ACTB;POLR2K
Extracellular matrix organization Homo sapiens R-HSA-1474244	10/283	0.05923081909655345	0.3704524036477422	0	0	1.8152531229454307	5.130474007409249	VCAN;VCAM1;ITGAM;BSG;ITGB2;ITGAX;PRKCA;ITGB7;TIMP1;CTSB
Chondroitin sulfate biosynthesis Homo sapiens R-HSA-2022870	2/20	0.05981667591610086	0.3708633906798254	0	0	5.46677833612507	15.397021528768864	VCAN;CHST15
G-protein mediated events Homo sapiens R-HSA-112040	3/45	0.0608095422512126	0.3709525936343957	0	0	3.5188916876574305	9.85292683801622	PRKCD;PRKCA;PLCB2
Sphingolipid metabolism Homo sapiens R-HSA-428157	4/74	0.06091687393190966	0.3709525936343957	0	0	2.8181818181818183	7.885963369472843	UGCG;STS;SGMS2;ARSB
Signal Transduction Homo sapiens R-HSA-162582	60/2465	0.06139187384131654	0.3709525936343957	0	0	1.2617096734743793	3.52077283444212	CD86;DGKD;NCF1;NCF2;SH3KBP1;GPR65;LRRK2;PDE3B;CXCL3;ACTB;GPR132;GRAP2;C3AR1;PROK2;SOX6;PDK1;TLE1;PRKCD;CYBB;PRKCA;SPTB;KAT2B;FCER2;ATP6V1B2;PLCB2;VCL;HBEGF;LRP1;CCL3L1;FPR1;LPAR1;ARHGAP19;CDCA8;FPR2;ADRB2;CBL;IQGAP3;HDAC9;CSF2RA;PIK3R6;RASGRP3;CDC42;HCAR2;HCAR3;SOCS1;HRH2;CCL5;P2RY2;CCL4;FLNA;S1PR3;SRGAP2;POLR2K;PAG1;JAG1;ARHGAP26;VEGFA;CENPE;DIAPH2;SPC24
