Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Interactions between immune cells and microRNAs in tumor microenvironment WP4559	4/28	0.0022066042775932206	0.06760233104990139	0	0	8.239057239057239	50.39254967262469	CD86;SOCS1;CCL5;TLR4
Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678	3/17	0.004382961276740455	0.11361984232781025	0	0	10.571788413098236	57.405135557316896	VCAM1;JAG1;VEGFA
Sulfation Biotransformation Reaction WP692	3/17	0.004382961276740455	0.11361984232781025	0	0	10.571788413098236	57.405135557316896	SULT1A1;SULT1A4;SULT1A2
RANKL/RANK signaling pathway WP2018	5/55	0.004781469373014059	0.11509679847898129	0	0	4.949367088607595	26.444504878306542	CDC42;VCAM1;MITF;CBL;MAP2K7
Arylamine metabolism WP694	2/6	0.005674590719354948	0.11987250939148843	0	0	24.618090452261306	127.31877763874884	SULT1A1;SULT1A2
15q13.3 copy number variation syndrome WP4942	3/19	0.006063755285458526	0.11987250939148843	0	0	9.249370277078086	47.22197537372983	KAT2B;FANCD2;CCL5
LTF danger signal response pathway WP4478	3/19	0.006063755285458526	0.11987250939148843	0	0	9.249370277078086	47.22197537372983	TREM1;TLR4;TLR2
Kit receptor signaling pathway WP304	5/59	0.006449780124376165	0.11987250939148843	0	0	4.581809657759025	23.10931569759458	SOCS1;SNAI1;PRKCA;MITF;CBL
Modulators of TCR signaling and T cell activation WP5072	5/61	0.007420621747453997	0.11987250939148843	0	0	4.417721518987341	21.66226403440143	SOCS1;CD5;GRAP2;CD3D;MEF2D
Kisspeptin/kisspeptin receptor system in the ovary WP4871	4/39	0.007461630043029478	0.11987250939148843	0	0	5.646464646464646	27.65627872496984	PRKCD;PRKCA;PLCB2;PDK1
Nanomaterial-induced inflammasome activation WP3890	2/7	0.007839727712564304	0.11987250939148843	0	0	19.693467336683415	95.48478421013068	TLR4;CTSB
Oxidative Damage WP3941	4/40	0.008162440543859539	0.11987250939148843	0	0	5.489337822671156	26.393900366855444	CDC42;APAF1;C3AR1;TNFRSF1B
Lung fibrosis WP3624	5/63	0.00848887752467714	0.11987250939148843	0	0	4.264949803579223	20.339539210994598	DPP9;CCL5;CCL4;TIMP1;ATP11A
PKC-gamma calcium signaling pathway in ataxia WP4760	3/22	0.009219927074508227	0.11987250939148843	0	0	7.787750232003182	36.496420409695254	HOMER3;PLCB2;PDK1
T-cell receptor (TCR) signaling pathway WP69	6/90	0.009375662566591102	0.11987250939148843	0	0	3.5380710659898478	16.521511223297935	CDC42;CD4;GRAP2;PRKCD;CBL;CD3D
Spinal Cord Injury WP2431	7/118	0.00961283778582603	0.11987250939148843	0	0	3.127318157852509	14.525316434387253	CDC42;LGALS3;VCAN;PRKCA;LILRB2;TLR4;TNFSF13B
AGE/RAGE pathway WP2324	5/66	0.010283826773522145	0.11987250939148843	0	0	4.054575638099191	18.55853400982517	CDC42;LGALS3;NCF1;PRKCD;PRKCA
SARS-CoV-2 innate immunity evasion and cell-specific immune response WP5039	5/66	0.010283826773522145	0.11987250939148843	0	0	4.054575638099191	18.55853400982517	CCL5;BSG;CCL4;CXCL3;HAVCR2
ApoE and miR-146 in inflammation and atherosclerosis WP3926	2/8	0.010315438493629567	0.11987250939148843	0	0	16.41038525963149	75.06296677596661	TLR4;TLR2
IL1 and megakaryocytes in obesity WP2865	3/24	0.011766399241020235	0.13005819138420585	0	0	7.045340050377834	31.29897482573702	TIMP1;HBEGF;TLR2
Glycolysis and Gluconeogenesis WP534	4/45	0.012311548479050584	0.13005819138420585	0	0	4.818674550381868	21.188760331322083	PGAM1;SLC2A3;HK2;HK1
Macrophage markers WP4146	2/9	0.0130884971864513	0.13005819138420585	0	0	14.06532663316583	60.9875588530386	CD86;CD68
B Cell Receptor Signaling Pathway WP23	6/97	0.01325916218205188	0.13005819138420585	0	0	3.2647403358063256	14.113689511882688	CDC42;PTPN18;PRKCD;CBL;MEF2D;RASGRP3
Translation inhibitors in chronically activated PDGFRA cells WP4566	4/46	0.013276401455932446	0.13005819138420585	0	0	4.703703703703703	20.328312132869154	PRKCD;PRKCA;MAP2K7;PDK1
Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341	5/71	0.013824659543137453	0.13005819138420585	0	0	3.746451860375911	16.03968943770186	PRKCD;PRKCA;TLR4;PLCB2;TLR2
Pathways Regulating Hippo Signaling WP4540	6/98	0.013893456646384007	0.13005819138420585	0	0	3.229088501434562	13.808671586071362	CDC42;CSF1R;FLT3;PRKCD;PRKCA;PLCB2
Primary focal segmental glomerulosclerosis (FSGS) WP2572	5/72	0.01461975826143909	0.13315833875959388	0	0	3.6903457396561494	15.593118098757765	JAG1;PTPRO;PLAUR;TLR4;VCL
Integrin-mediated Cell Adhesion WP185	6/101	0.01592282761377093	0.13860322306081482	0	0	3.1266363879241252	12.944279337233162	CDC42;ITGAM;ITGB2;ITGAX;ITGB7;VCL
Aspirin and miRNAs WP4707	2/10	0.016146080400003	0.13860322306081482	0	0	12.306532663316583	50.77771316717889	PDK1;VEGFA
EGF/EGFR signaling pathway WP437	8/162	0.016451421134814813	0.13860322306081482	0	0	2.5769944341372915	10.584601117813989	CDC42;SH3KBP1;PRKCD;INPPL1;PRKCA;PLD1;CBL;MEF2D
Cytosolic DNA-sensing pathway WP4655	5/75	0.017187334099416588	0.1394880448849685	0	0	3.5316455696202533	14.351133330681822	CCL4L1;CCL4L2;CCL5;CCL4;POLR2K
Toll-like Receptor Signaling Pathway WP75	6/103	0.017384266721568772	0.1394880448849685	0	0	3.0618556701030926	12.40721998849286	CD86;CCL5;CCL4;MAP2K7;TLR4;TLR2
IL-4 signaling pathway WP395	4/54	0.02273480198049921	0.17817740156809844	0	0	3.9494949494949494	14.944329646880282	SOCS1;NFIL3;FLNA;CBL
Pathogenic Escherichia coli infection WP2272	4/55	0.024142908901290113	0.1819395186749601	0	0	3.8718558130322838	14.41787949391593	CDC42;PRKCA;TLR4;ACTB
Glioblastoma signaling pathways WP2261	5/82	0.0242945944818196	0.1819395186749601	0	0	3.2094361334867663	11.93108332807777	CDKN2C;PRKCD;PRKCA;CBL;MAP2K7
Gastrin signaling pathway WP4659	6/114	0.027083293966603812	0.19841456666838012	0	0	2.748448956570784	9.918707585173971	CDC42;JAG1;PRKCD;PRKCA;MEF2D;VEGFA
Acute viral myocarditis WP4298	5/86	0.029094224259659095	0.2086117782022365	0	0	3.0503203625566493	10.789640782273201	CD4;SOCS1;ITGB2;TLR4;ACTB
Vitamin D Receptor Pathway WP2877	8/182	0.03037664260204778	0.21326934493521044	0	0	2.2784424114473376	7.961063026040683	LRRC25;STS;ITGAM;CDKN2C;MX2;PRDM1;ADRB2;TREM1
Overview of leukocyte-intrinsic Hippo pathway functions WP4542	3/35	0.032402544741431345	0.22285015465025232	0	0	4.620906801007557	15.847484519206375	PRDM1;NDRG1;KNSTRN
Hippo-Merlin Signaling Dysregulation WP4541	6/120	0.0336390496030327	0.22672719432444038	0	0	2.6029922522041145	8.829525932335352	CSF1R;ITGAM;FLT3;ITGB2;ITGAX;ITGB7
Type II interferon signaling (IFNG) WP619	3/37	0.03736776834766565	0.23320255431783932	0	0	4.348644243591643	14.293762085202872	SOCS1;PRKCD;CYBB
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850	3/37	0.03736776834766565	0.23320255431783932	0	0	4.348644243591643	14.293762085202872	TNFSF9;PLD1;PDK1
miRNAs involvement in the immune response in sepsis WP4329	3/37	0.03736776834766565	0.23320255431783932	0	0	4.348644243591643	14.293762085202872	VCAM1;CCL4;TLR4
Photodynamic therapy-induced HIF-1 survival signaling WP3614	3/37	0.03736776834766565	0.23320255431783932	0	0	4.348644243591643	14.293762085202872	SLC2A3;HK1;VEGFA
Parkinson's disease pathway WP2371	3/38	0.039987726565849216	0.245015706412567	0	0	4.224181360201511	13.59841158939596	APAF1;CCNE2;LRRK2
Insulin Signaling WP481	7/160	0.04223483100451424	0.25416317943788036	0	0	2.263949175938399	7.164289850045541	ARF1;SOCS1;PRKCD;INPPL1;PRKCA;MAP2K7;CBL
Cells and molecules involved in local acute inflammatory response  WP4493	2/17	0.044518367380394504	0.25422463522882377	0	0	6.561139028475712	20.41730295665695	VCAM1;ITGB2
Cori Cycle WP1946	2/17	0.044518367380394504	0.25422463522882377	0	0	6.561139028475712	20.41730295665695	PGAM1;HK1
Glycosaminoglycan degradation WP4815	2/17	0.044518367380394504	0.25422463522882377	0	0	6.561139028475712	20.41730295665695	ARSB;SGSH
Ebola Virus Pathway on Host WP4217	6/129	0.04526254633154132	0.25422463522882377	0	0	2.41141512937972	7.463993881584957	CDC42;FLNA;TLR4;ACTB;CTSB;HAVCR2
Focal Adhesion WP306	8/198	0.046161300708844485	0.25502226785050147	0	0	2.084854994629431	6.412208123058098	CDC42;FLNA;PRKCA;ITGB7;ACTB;MYL12A;VCL;VEGFA
Chemokine signaling pathway WP3929	7/164	0.04715245367932713	0.25629640145053617	0	0	2.2058151407594693	6.73737389608806	CDC42;NCF1;CCL5;PRKCD;CCL4;CXCL3;PLCB2
Simplified Depiction of MYD88 Distinct Input-Output Pathway WP3877	2/18	0.0494353800207392	0.2563034317998325	0	0	6.150753768844221	18.495863485683365	TLR4;TLR2
TCA Cycle (aka Krebs or citric acid cycle) WP78	2/18	0.0494353800207392	0.2563034317998325	0	0	6.150753768844221	18.495863485683365	IDH3G;SDHB
Estrogen metabolism WP697	2/18	0.0494353800207392	0.2563034317998325	0	0	6.150753768844221	18.495863485683365	SULT1A1;STS
Fas ligand pathway and stress induction of heat shock proteins WP314	3/42	0.05136409651621178	0.2622681897873238	0	0	3.790156946328231	11.25227806154487	APAF1;ACTB;LMNB1
IL-6 signaling pathway WP364	3/43	0.05442745729999001	0.2702835743832267	0	0	3.695214105793451	10.75634893894991	PRKCD;PRDM1;TIMP1
Small Ligand GPCRs WP247	2/19	0.054537931923024974	0.2702835743832267	0	0	5.7886491279929055	16.83836307659426	LPAR1;S1PR3
Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206	2/20	0.05981667591610086	0.28391858850318297	0	0	5.46677833612507	15.397021528768864	VEGFA;PDK1
Hypertrophy Model WP516	2/20	0.05981667591610086	0.28391858850318297	0	0	5.46677833612507	15.397021528768864	VEGFA;HBEGF
Metabolism of Spingolipids in ER and Golgi apparatus WP4142	2/20	0.05981667591610086	0.28391858850318297	0	0	5.46677833612507	15.397021528768864	UGCG;SGMS2
Galanin receptor pathway WP4970	2/21	0.06526256283317833	0.3042038920352264	0	0	5.178788680243322	14.134658097004975	PRKCD;VEGFA
Prolactin Signaling Pathway WP2037	4/76	0.06589579857142887	0.3042038920352264	0	0	2.739618406285073	7.450887014847281	SOCS1;SIRPA;FLNA;CBL
Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534	3/47	0.06752384166676974	0.3075072248878568	0	0	3.3585985802610487	9.05234522192748	ITGB2;ITGB7;ACTB
Brain-derived neurotrophic factor (BDNF) signaling pathway WP2380	6/144	0.06961177553700525	0.3101574397129121	0	0	2.1476495254910617	5.72310270989129	CDC42;MARCKS;NCF1;NCF2;PRKCD;SIRPA
Complement Activation WP545	2/22	0.07086683340621434	0.3101574397129121	0	0	4.919597989949748	13.021943422893383	CFD;CFP
PI3K/AKT/mTOR - VitD3 signaling WP4141	2/22	0.07086683340621434	0.3101574397129121	0	0	4.919597989949748	13.021943422893383	CD86;SLC2A3
Immune response to tuberculosis WP4197	2/23	0.07662101030821208	0.33104205735727527	0	0	4.685092127303182	12.035457988077813	SOCS1;PTPN2
Vitamin B12 metabolism WP1533	3/50	0.07819476882397126	0.3335650265022571	0	0	3.143737606516962	8.011980426037384	CCL5;HBB;HBA1
Sphingolipid Metabolism (general overview) WP4725	2/24	0.0825168904779529	0.3476024011383766	0	0	4.471904979442668	11.156295114476334	UGCG;SGMS2
Signal Transduction of S1P Receptor WP26	2/25	0.08854653750604154	0.3639046724333658	0	0	4.27725584443959	10.36903917949918	S1PR3;PLCB2
Sphingolipid Metabolism (integrated pathway) WP4726	2/25	0.08854653750604154	0.3639046724333658	0	0	4.27725584443959	10.36903917949918	UGCG;SGMS2
EPO Receptor Signaling WP581	2/26	0.09470227438357533	0.37759916827525425	0	0	4.098827470686767	9.661007103829663	SOCS1;PDK1
Secretion of Hydrochloric Acid in Parietal Cells WP2597	1/5	0.09608811917912091	0.37759916827525425	0	0	12.278195488721805	28.761545244236093	HRH2
SARS-CoV-2 altering angiogenesis via NRP1 WP5065	1/5	0.09608811917912091	0.37759916827525425	0	0	12.278195488721805	28.761545244236093	VEGFA
The Overlap Between Signal Transduction Pathways that Contribute to a Range of LMNA Laminopathies WP4879	3/55	0.0974810909197244	0.37759916827525425	0	0	2.84072854098043	6.613491193732352	KAT2B;TLE1;ACTB
Cardiac Hypertrophic Response WP2795	3/55	0.0974810909197244	0.37759916827525425	0	0	2.84072854098043	6.613491193732352	PRKCA;MAP2K7;HDAC9
Intracellular trafficking proteins involved in CMT neuropathy WP4856	2/27	0.1009766762837424	0.38669477167751354	0	0	3.9346733668341707	9.02167766919738	MFN2;NDRG1
Pancreatic adenocarcinoma pathway WP4263	4/89	0.10311314842124773	0.3904396743591066	0	0	2.319073083778966	5.2687679203145255	CDC42;PRKCD;PLD1;VEGFA
Androgen receptor signaling pathway WP138	4/90	0.10630660401855777	0.3926079169114506	0	0	2.291989664082687	5.137329509293726	CDC42;KAT2B;ZNF318;FLNA
ErbB signaling pathway WP673	4/91	0.10954447245735019	0.3926079169114506	0	0	2.2655288517357484	5.010046395625996	PRKCA;CBL;MAP2K7;HBEGF
Complement and Coagulation Cascades WP558	3/58	0.10988532958290806	0.3926079169114506	0	0	2.6853675291962444	5.930145223793708	CFD;C3AR1;PLAUR
TNF-alpha signaling pathway WP231	4/92	0.11282612452890793	0.3926079169114506	0	0	2.239669421487603	4.886751208820297	APAF1;TNFRSF1B;MAP2K7;GLUL
Selective expression of chemokine receptors during T-cell polarization WP4494	2/29	0.11385299511104845	0.3926079169114506	0	0	3.6428438488739996	7.915342981653803	CD4;CCL4
T-Cell Receptor and Co-stimulatory Signaling WP2583	2/29	0.11385299511104845	0.3926079169114506	0	0	3.6428438488739996	7.915342981653803	PRKCA;PDK1
Amino Acid Metabolism Pathway Excerpt (Histidine catabolism extension) WP4661	1/6	0.11417084824131203	0.3926079169114506	0	0	9.822055137844611	21.314441936770365	HAL
Metastatic brain tumor WP2249	1/6	0.11417084824131203	0.3926079169114506	0	0	9.822055137844611	21.314441936770365	CDC42
Robo4 and VEGF Signaling Pathways Crosstalk WP3943	1/6	0.11417084824131203	0.3926079169114506	0	0	9.822055137844611	21.314441936770365	VEGFA
Corticotropin-releasing hormone signaling pathway WP2355	4/93	0.11615091688985257	0.3953824140593971	0	0	2.2143911020315517	4.767284935527008	PRKCD;PRKCA;TLR4;FOSL2
Sphingolipid pathway WP1422	2/30	0.12044126149773628	0.39792848161506983	0	0	3.512562814070352	7.43466622031025	UGCG;SGMS2
Inflammatory Response Pathway WP453	2/30	0.12044126149773628	0.39792848161506983	0	0	3.512562814070352	7.43466622031025	CD86;TNFRSF1B
Matrix Metalloproteinases WP129	2/30	0.12044126149773628	0.39792848161506983	0	0	3.512562814070352	7.43466622031025	BSG;TIMP1
Base Excision Repair WP4752	2/31	0.1271208786872187	0.40414845393955373	0	0	3.3912666782186798	6.994883774725574	POLD3;NEIL3
Toll-like Receptor Signaling related to MyD88 WP3858	2/31	0.1271208786872187	0.40414845393955373	0	0	3.3912666782186798	6.994883774725574	TLR4;TLR2
Type I interferon induction and signaling during SARS-CoV-2 infection WP4868	2/31	0.1271208786872187	0.40414845393955373	0	0	3.3912666782186798	6.994883774725574	TLR4;TLR2
Ethanol effects on histone modifications WP3996	2/31	0.1271208786872187	0.40414845393955373	0	0	3.3912666782186798	6.994883774725574	KAT2B;HDAC9
COVID-19, thrombosis and anticoagulation WP4927	1/7	0.13189272078313496	0.4115541379992267	0	0	8.184628237259815	16.58014494642258	F13A1
MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma WP3593	1/7	0.13189272078313496	0.4115541379992267	0	0	8.184628237259815	16.58014494642258	VEGFA
Alpha 6 Beta 4 signaling pathway WP244	2/33	0.14072931854588736	0.42798809614972183	0	0	3.1721510779704976	6.220324849317559	PRKCD;PRKCA
Monoamine GPCRs WP58	2/33	0.14072931854588736	0.42798809614972183	0	0	3.1721510779704976	6.220324849317559	HRH2;ADRB2
Oncostatin M Signaling Pathway WP2374	3/65	0.14096937291578374	0.42798809614972183	0	0	2.381327699683107	4.665527294818334	PRKCD;PRKCA;VEGFA
GPCRs, Class A Rhodopsin-like WP455	8/257	0.14497466713622253	0.4336287063366259	0	0	1.5860175395459388	3.0629111426169398	HCAR3;HRH2;GPR65;P2RY2;C3AR1;FPR1;FPR2;ADRB2
PI3K-Akt signaling pathway WP4172	10/340	0.14586529965309078	0.4336287063366259	0	0	1.4972804972804974	2.8823722946860704	CSF1R;CCNE2;FLT3;LPAR1;PRKCA;ITGB7;TLR4;PIK3R6;TLR2;VEGFA
p38 MAPK Signaling Pathway WP400	2/34	0.14764624400389545	0.4336287063366259	0	0	3.0728643216080402	5.878193120786859	CDC42;MEF2D
Effects of nitric oxide WP1995	1/8	0.14926091968857153	0.4336287063366259	0	0	7.015037593984962	13.34301795597851	HBA1
Mitochondrial CII Assembly WP4920	1/8	0.14926091968857153	0.4336287063366259	0	0	7.015037593984962	13.34301795597851	SDHB
Photodynamic therapy-induced NF-kB survival signaling WP3617	2/35	0.15463071412938548	0.4399802392599348	0	0	2.979594944419065	5.562056049171412	VCAM1;VEGFA
DNA damage response WP707	3/68	0.1550991887827733	0.4399802392599348	0	0	2.2710714977717497	4.232574236906256	APAF1;CCNE2;FANCD2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932	9/303	0.15536394205321138	0.4399802392599348	0	0	1.5115089514066495	2.8144068453846693	CSF1R;TBC1D1;ITGB2;LPAR1;ITGAX;SLC2A3;ITGB7;RAB8A;VEGFA
Target Of Rapamycin (TOR) Signaling WP1471	2/36	0.16167728035136916	0.4540436956534284	0	0	2.8918120011823825	5.269323992076067	CDC42;PRKCA
Ras signaling WP4223	6/184	0.16427701844322903	0.45753186128403456	0	0	1.6616095363029715	3.0012010375358384	CDC42;CSF1R;FLT3;PRKCA;PLD1;RASGRP3
Melatonin metabolism and effects WP3298	2/37	0.16878068406575483	0.4648078758165281	0	0	2.809045226130653	4.997727236433478	SULT1A1;PRKCA
miRNA regulation of DNA damage response WP1530	3/71	0.16964797841374765	0.4648078758165281	0	0	2.1705437842643356	3.8506091472045862	APAF1;CCNE2;FANCD2
TCA cycle in senescence WP5050	1/10	0.18296431890020862	0.4860511951208273	0	0	5.455583402951824	9.266112684524701	PDK1
Leptin and adiponectin WP3934	1/10	0.18296431890020862	0.4860511951208273	0	0	5.455583402951824	9.266112684524701	ADIPOR1
Non-homologous end joining WP438	1/10	0.18296431890020862	0.4860511951208273	0	0	5.455583402951824	9.266112684524701	XRCC6
Peptide GPCRs WP24	3/74	0.18457061032926925	0.4860511951208273	0	0	2.078511370489942	3.5121088361780193	C3AR1;FPR1;FPR2
Hepatitis B infection WP4666	5/152	0.18919565026895185	0.4860511951208273	0	0	1.6751054852320675	2.7890064314849394	APAF1;PRKCA;MAP2K7;TLR4;TLR2
Integrated breast cancer pathway WP1984	5/152	0.18919565026895185	0.4860511951208273	0	0	1.6751054852320675	2.7890064314849394	CDC42;GRN;RASGRP3;FOSL2;VEGFA
Bladder cancer WP2828	2/40	0.19038207049243086	0.4860511951208273	0	0	2.5868817773075907	4.290918565573808	VEGFA;HBEGF
Glycogen Synthesis and Degradation WP500	2/40	0.19038207049243086	0.4860511951208273	0	0	2.5868817773075907	4.290918565573808	HK2;HK1
Neural Crest Cell Migration during Development WP4564	2/40	0.19038207049243086	0.4860511951208273	0	0	2.5868817773075907	4.290918565573808	ARF1;PIK3R6
Joubert Syndrome WP4656	3/76	0.19470476449307067	0.49028133550311526	0	0	2.0213588212967117	3.3074906095757473	FLNA;UNC119;RAB8A
SRF and miRs in Smooth Muscle Differentiation and Proliferation WP1991	1/11	0.19931318386921895	0.49028133550311526	0	0	4.909774436090226	7.918866697062786	MEF2D
Glycolysis in senescence WP5049	1/11	0.19931318386921895	0.49028133550311526	0	0	4.909774436090226	7.918866697062786	HK1
Nucleotide GPCRs WP80	1/11	0.19931318386921895	0.49028133550311526	0	0	4.909774436090226	7.918866697062786	P2RY2
PTF1A related regulatory pathway WP4147	1/11	0.19931318386921895	0.49028133550311526	0	0	4.909774436090226	7.918866697062786	KAT2B
Regulatory circuits of the STAT3 signaling pathway WP4538	3/78	0.20497240865102975	0.4934133513563873	0	0	1.9672544080604535	3.1178619711901026	IL10RA;IL21R;CSF2RA
Common Pathways Underlying Drug Addiction WP2636	2/42	0.20497884032609562	0.4934133513563873	0	0	2.457286432160804	3.8944267728254114	PRKCA;ACTB
Metabolic reprogramming in colon cancer WP4290	2/42	0.20497884032609562	0.4934133513563873	0	0	2.457286432160804	3.8944267728254114	PGAM1;SDHB
Osteoblast differentiation WP4787	4/118	0.21119873261853153	0.49366077717422835	0	0	1.7265638844586213	2.6847304019439324	JAG1;PRKCD;PRKCA;PIK3R6
Vitamin A and carotenoid metabolism WP716	2/43	0.2123228119651056	0.49366077717422835	0	0	2.397230052702537	3.7148614729709855	SULT1A1;CD36
Genes controlling nephrogenesis WP4823	2/43	0.2123228119651056	0.49366077717422835	0	0	2.397230052702537	3.7148614729709855	CD36;VEGFA
Neural Crest Cell Migration in Cancer WP4565	2/43	0.2123228119651056	0.49366077717422835	0	0	2.397230052702537	3.7148614729709855	ARF1;PIK3R6
Computational Model of Aerobic Glycolysis WP4629	1/12	0.2153357099246634	0.49366077717422835	0	0	4.463203463203463	6.853503441418336	HK1
IL-10 Anti-inflammatory Signaling Pathway  WP4495	1/12	0.2153357099246634	0.49366077717422835	0	0	4.463203463203463	6.853503441418336	IL10RA
RalA downstream regulated genes WP2290	1/12	0.2153357099246634	0.49366077717422835	0	0	4.463203463203463	6.853503441418336	CDC42
DNA Repair Pathways Full Network WP4946	4/120	0.21960104106624662	0.49389170367714225	0	0	1.6966213862765587	2.571981023407865	POLD3;NEIL3;XRCC6;FANCD2
MAPK Signaling Pathway WP382	7/246	0.22364380414512589	0.49389170367714225	0	0	1.4428971435263556	2.161027993840273	CDC42;LRRK2;PRKCD;FLNA;PRKCA;MAP2K7;RASGRP3
Notch Signaling WP268	2/45	0.2270815619658121	0.49389170367714225	0	0	2.2854972537104126	3.3881263125594305	KAT2B;JAG1
Serotonin and anxiety-related events WP3944	1/13	0.23103839499135687	0.49389170367714225	0	0	4.091060985797828	5.994105430085078	PLEK
Cell Differentiation - Index WP2029	1/13	0.23103839499135687	0.49389170367714225	0	0	4.091060985797828	5.994105430085078	MEF2D
Control of immune tolerance by vasoactive intestinal peptide WP4484	1/13	0.23103839499135687	0.49389170367714225	0	0	4.091060985797828	5.994105430085078	CD86
Homologous recombination WP186	1/13	0.23103839499135687	0.49389170367714225	0	0	4.091060985797828	5.994105430085078	POLD3
Mammary gland development pathway - Puberty (Stage 2 of 4) WP2814	1/13	0.23103839499135687	0.49389170367714225	0	0	4.091060985797828	5.994105430085078	TIMP1
Neuroinflammation WP4919	1/13	0.23103839499135687	0.49389170367714225	0	0	4.091060985797828	5.994105430085078	TLR4
Alzheimer's disease WP2059	3/83	0.23114288354712345	0.49389170367714225	0	0	1.8438287153652393	2.7006913507500574	APAF1;LRP1;PLCB2
Aryl Hydrocarbon Receptor Netpath WP2586	2/46	0.23448864269537908	0.49389170367714225	0	0	2.2334399269072636	3.2392654086626194	CD36;VEGFA
Envelope proteins and their potential roles in EDMD physiopathology WP4535	2/46	0.23448864269537908	0.49389170367714225	0	0	2.2334399269072636	3.2392654086626194	BANF1;SYNE2
Regulation of Microtubule Cytoskeleton WP2038	2/46	0.23448864269537908	0.49389170367714225	0	0	2.2334399269072636	3.2392654086626194	CDC42;PRKCA
MicroRNAs in cardiomyocyte hypertrophy WP1544	3/84	0.23645065737341897	0.49493087909839867	0	0	1.8209721056068664	2.625870419660473	MAP2K7;PLCB2;HDAC9
Pathways in clear cell renal cell carcinoma WP4018	3/85	0.24177950488129588	0.49743920584685336	0	0	1.798672974135283	2.553628371787511	HK2;HK1;VEGFA
Cancer immunotherapy by CTLA4 blockade WP4582	1/14	0.24642760797141816	0.49743920584685336	0	0	3.776171197223829	5.289233936920179	CD86
H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity WP3969	1/14	0.24642760797141816	0.49743920584685336	0	0	3.776171197223829	5.289233936920179	JAG1
Differentiation Pathway WP2848	2/48	0.2493400423164692	0.49743920584685336	0	0	2.136115359405724	2.9669311165282166	CSF1R;VEGFA
Retinoblastoma gene in cancer WP2446	3/87	0.2524946145760104	0.49743920584685336	0	0	1.7556675062972291	2.4164399374244163	POLD3;CCNE2;KIF4A
Structural Pathway of Interleukin 1 (IL-1) WP2637	2/49	0.2567775028451398	0.49743920584685336	0	0	2.090559178873089	2.8422099410197035	IL1RAP;MAP2K7
